================================================================================
Model: M2
Layer: 39
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Comm                          +0.1810
    2    128  Front                         +0.1800
    3    128  Fun                           +0.1687
    4    128  Cf                            -0.1695
    5    128  پرو                           -0.1690
    6    128  دی                            -0.1685
    7    128  LOG                           -0.1667
    8    128  [(                            +0.1669
    9    128  三人                            -0.1634
   10    128  ****                          -0.1631
   11    128  #13714                        +0.1638
   12    128  991                           +0.1600
   13    128  可达                            -0.1606
   14    128  Jordan                        +0.1582
   15    128  橘子                            -0.1583
   16    128  947                           -0.1563
   17    128  ś                             +0.1568
   18    128  sac                           -0.1559
   19    128  .uk                           +0.1530
   20    128  中对                            -0.1544
   21    128  cos                           -0.1523
   22    128  接下来                           -0.1566
   23    128  antibiotic                    +0.1505
   24    128  smartphone                    +0.1504
   25    128  ((                            +0.1556
   26    128  Sig                           -0.1497
   27    128  ][]                           -0.1526
   28    128  组成的                           +0.1518
   29    128  },\]↵↵                        -0.1505
   30    128  preting                       +0.1490
   31    128  Teddy                         -0.1523
   32    128  REF                           -0.1508
   33    128  引擎                            +0.1501
   34    128  Carlo                         -0.1459
   35    128  ****                          +0.1492
   36    128  (@                            -0.1506
   37    128  Mario                         +0.1492
   38    128  Fig                           +0.1470
   39    128  膝关节                           -0.1473
   40    128  依法                            +0.1449
   41    128  我能                            -0.1443
   42    128  portions                      -0.1464
   43    128  بسیاری                        +0.1441
   44    128  Cash                          +0.1483
   45    128  hingga                        +0.1459
   46    128  swift                         -0.1453
   47    128  platform                      +0.1427
   48    128  disciple                      +0.1429
   49    128  Hermann                       +0.1415
   50    128  ₂                             +0.1435
   51    128  吃了                            +0.1462
   52    128  尊                             -0.1411
   53    128  跌                             +0.1461
   54    128  ↵ ↵ ↵ ↵                       -0.1399
   55    128  闫                             -0.1412
   56    128  Cycl                          +0.1426
   57    128  بسبب                          -0.1410
   58    128  原有的                           -0.1425
   59    128  segment                       -0.1431
   60    128  不知道怎么                         -0.1403
