================================================================================
Model: M2
Layer: 31
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.987, 1.311, 0.730]
Frob: 3.27
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  Yates                         +0.3366     +0.0918     +0.0893
    2  Relevant                      +0.3333     +0.0541     +0.0432
    3  imilar                        -0.3321     -0.0602     -0.1328
    4  uin                           +0.3317     -0.0827     -0.1518
    5  Profiles                      +0.3305     -0.0377     +0.0110
    6  ebb                           +0.3292     -0.1492     -0.0137
    7  arious                        -0.3287     +0.0056     +0.0481
    8  惊天                            -0.3276     +0.0693     +0.1055
    9  Shay                          -0.3257     +0.0682     -0.0602
   10  /profile                      +0.3234     +0.1193     +0.0042
   11  Mens                          -0.3224     +0.1360     +0.0223
   12  relevant                      +0.3211     +0.0866     +0.0431
   13  otherwise                     -0.3188     +0.0671     +0.0794
   14  ult                           -0.3134     +0.1153     +0.0741
   15  utta                          +0.3118     -0.0032     -0.1315
   16  apping                        -0.3110     -0.0135     -0.0550
   17  发光                            -0.3097     +0.1346     -0.1121
   18  得天                            -0.3090     +0.1758     +0.2240
   19  otherwise                     -0.3074     +0.0189     -0.0144
   20  nio                           +0.3074     -0.0006     +0.0737
   21  wal                           +0.3051     +0.0392     +0.0115
   22  做出的                           -0.3010     +0.1459     +0.0203
   23  pall                          -0.3005     -0.0605     -0.1140
   24  olas                          -0.2994     -0.0321     -0.0126
   25  Pall                          -0.2991     -0.0401     +0.0355
   26  doorstep                      +0.2983     -0.1957     +0.0995
   27  Shack                         -0.2982     -0.0676     -0.0482
   28  infin                         -0.2981     -0.0568     -0.0851
   29  rence                         +0.2976     +0.0669     +0.0295
   30  Football                      -0.2971     +0.0646     +0.0835
