================================================================================
Model: M1
Layer: 38
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Clark                         -0.1773
    2    128  simplified                    +0.1747
    3    128  市场营销                          +0.1664
    4    128  Attributes                    +0.1676
    5    128  +,                            +0.1663
    6    128  beat                          +0.1653
    7    128  refuse                        -0.1650
    8    128  Winn                          +0.1634
    9    128  FD                            +0.1637
   10    128  現代                            -0.1632
   11    128  隋                             -0.1624
   12    128  掐                             -0.1615
   13    128  distributed                   +0.1618
   14    128  Dy                            +0.1609
   15    128  Clark                         +0.1572
   16    128  ,\,                           +0.1562
   17    128  \({}^{\                       -0.1568
   18    128  babies                        +0.1561
   19    128  superhero                     +0.1545
   20    128  elif                          +0.1524
   21    128  \(<\)                         +0.1524
   22    128  氧                             -0.1522
   23    128  autor                         -0.1513
   24    128  解決                            +0.1497
   25    128  Defendants                    +0.1492
   26    128  甘心                            -0.1487
   27    128  根本没有                          +0.1476
   28    128  敦煌                            -0.1476
   29    128  Из                            +0.1455
   30    128  增大                            -0.1469
   31    128  这次的                           +0.1467
   32    128  上下                            -0.1465
   33    128  DH                            +0.1472
   34    128  Income                        +0.1462
   35    128  hungry                        -0.1466
   36    128  ,h                            +0.1443
   37    128  Ah                            +0.1461
   38    128  避难                            -0.1441
   39    128  _content                      +0.1436
   40    128  ,n                            -0.1438
   41    128  せ                             -0.1434
   42    128  降低                            -0.1431
   43    128  intake                        +0.1420
   44    128  HIV                           -0.1420
   45    128  affirmed                      +0.1415
   46    128  subscript                     +0.1446
   47    128  sta                           -0.1420
   48    128  光纤                            -0.1424
   49    128  cj                            +0.1409
   50    128  Hav                           -0.1415
   51    128  统一                            +0.1405
   52    128  EQ                            +0.1396
   53    128  暴露                            +0.1411
   54    128  ﬃﬃ                            -0.1416
   55    128  _query                        +0.1399
   56    128  angry                         +0.1393
   57    128  beat                          +0.1391
   58    128  sci                           -0.1384
   59    128  设计的                           +0.1388
   60    128  emotions                      +0.1390
