================================================================================
Model: M3
Layer: 38
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.454, 1.772, 1.579]
Frob: 5.90
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  不间断                           -0.4282     -0.0773     +0.0985
    2  三角                            +0.3898     +0.0208     -0.0898
    3  uninterrupted                 -0.3659     -0.1129     -0.1151
    4  instability                   -0.3532     -0.0636     +0.0282
    5  是现代                           +0.3499     +0.0304     -0.0164
    6  柔软的                           -0.3435     +0.1906     -0.0692
    7  modern                        +0.3364     -0.0230     -0.1670
    8  guard                         -0.3356     -0.0104     +0.0685
    9  broch                         +0.3302     -0.1051     -0.0442
   10  Diamond                       +0.3292     +0.1377     -0.0755
   11  undisturbed                   -0.3278     -0.0863     -0.1580
   12  startled                      -0.3268     +0.0787     +0.0179
   13  STEP                          -0.3260     -0.0034     -0.0034
   14  cords                         -0.3248     +0.0427     -0.0661
   15  �                             +0.3174     +0.0716     -0.0470
   16  �                             +0.3161     +0.0485     -0.2071
   17  庇护                            -0.3156     -0.0706     +0.0994
   18  phe                           -0.3143     +0.0791     -0.0098
   19  不留                            -0.3143     -0.0848     -0.0395
   20  gua                           -0.3142     -0.0899     +0.0716
   21  psis                          -0.3133     +0.0213     -0.1046
   22  elah                          -0.3124     -0.1516     -0.0974
   23  Recap                         -0.3114     +0.0415     +0.1973
   24  gon                           -0.3110     -0.0350     +0.0078
   25  STA                           +0.3109     +0.0044     +0.0424
   26  zko                           -0.3108     +0.0171     -0.0806
   27  wifi                          -0.3095     -0.0202     -0.0953
   28  才知道                           -0.3080     +0.0905     +0.0287
   29  tapered                       -0.3078     -0.1289     -0.0685
   30  RUB                           -0.3073     -0.1766     +0.0877
