================================================================================
Model: M2
Layer: 8
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  �                             +0.2562
    2    128  orth                          +0.2065
    3    128  classical                     +0.1936
    4    128  ernel                         +0.1828
    5    128  Her                           +0.1814
    6    128  kernel                        -0.1782
    7    128  ))))↵                         +0.1774
    8    128  Village                       -0.1735
    9    128  ープ                            +0.1736
   10    128  Hou                           -0.1741
   11    128  flavor                        +0.1770
   12    128  快递                            +0.1711
   13    128  中原                            +0.1718
   14    128  nor                           -0.1688
   15    128  _ARG                          +0.1660
   16    128  方才                            -0.1687
   17    128  ImageView                     +0.1648
   18    128  17                            +0.1658
   19    128  Chevrolet                     +0.1664
   20    128  中华人民共和国                       -0.1647
   21    128  mathfrak                      +0.1661
   22    128  Once                          -0.1641
   23    128  Resolver                      +0.1633
   24    128  hardware                      +0.1660
   25    128  ),↵                           -0.1639
   26    128  )),↵                          -0.1631
   27    128  ))*                           +0.1632
   28    128  >The                          -0.1623
   29    128  При                           -0.1619
   30    128  本次                            -0.1593
   31    128  pyrolysis                     +0.1602
   32    128  Higgs                         -0.1594
   33    128  who                           -0.1597
   34    128  **.:                          +0.1586
   35    128  趁着                            -0.1576
   36    128  %-                            -0.1593
   37    128  Prog                          +0.1567
   38    128  异地                            -0.1605
   39    128  nabla                         -0.1590
   40    128  .Dis                          -0.1568
   41    128  His                           -0.1578
   42    128  до                            -0.1572
   43    128  Who                           -0.1580
   44    128  �                             -0.1559
   45    128  The                           +0.1545
   46    128  ɛ                             +0.1551
   47    128  Zip                           +0.1576
   48    128  �                             +0.1543
   49    128  przez                         +0.1564
   50    128  oun                           -0.1546
   51    128  Vector                        +0.1589
   52    128  29                            -0.1557
   53    128  apoptosis                     -0.1553
   54    128  ))/                           +0.1544
   55    128  密码                            +0.1538
   56    128  Rebecca                       +0.1543
   57    128  essere                        +0.1554
   58    128  ши                            -0.1526
   59    128  ultra                         +0.1554
   60    128  简单的                           +0.1516
