================================================================================
Model: M2
Layer: 44
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Wild                          +0.1909
    2    128  真实                            +0.1750
    3    128  蒸                             +0.1743
    4    128  politicians                   +0.1811
    5    128  ῖ                             -0.1758
    6    128  \mathbf                       -0.1854
    7    128  Peoples                       +0.1706
    8    128  高斯                            -0.1705
    9    128  乙烯                            +0.1677
   10    128  墓                             -0.1670
   11    128  uncomfortable                 +0.1623
   12    128  小孩子                           -0.1640
   13    128  google                        +0.1639
   14    128  Rab                           -0.1678
   15    128  ulti                          +0.1638
   16    128  .the                          +0.1564
   17    128  一百                            -0.1592
   18    128  指导和                           -0.1532
   19    128  启示                            +0.1537
   20    128  _dict                         +0.1586
   21    128  Booth                         -0.1527
   22    128  浪                             -0.1569
   23    128  Background                    -0.1533
   24    128  constructor                   +0.1564
   25    128  classroom                     -0.1512
   26    128  discounts                     -0.1508
   27    128  pal                           -0.1536
   28    128  hyper                         -0.1509
   29    127  ffffff                        +0.1728
   30    127  Die                           +0.1785
   31    127  速率                            -0.1579
   32    127  adjunct                       +0.1540
   33    127  moderate                      +0.1511
   34    127  机动                            +0.1510
   35    127  conjunction                   +0.1479
   36    126  以小                            +0.1476
   37    126  confinement                   +0.1552
   38    126  663                           +0.1508
   39    126  没有一个                          -0.1595
   40    126  一千                            -0.1479
   41    125  Die                           +0.1551
   42    125  具                             +0.1474
   43    125  Rolling                       -0.1494
   44    124  重叠                            +0.1621
   45    124  affordable                    -0.1567
   46    124  盒                             +0.1557
   47    123  Dict                          -0.1621
   48    123  Expression                    -0.1475
   49    122  inspection                    -0.1724
   50    122  惠                             +0.1512
   51    122  để                            -0.1455
   52    121  wild                          +0.1558
   53    121  corruption                    +0.1421
   54    119  刷刷                            +0.1504
   55    119  �                             -0.1441
   56    118  新鲜                            -0.1426
   57    117  expenses                      -0.1513
   58    117  李小                            -0.1436
   59    117  下一个                           +0.1440
   60    116  边防                            -0.1598
