================================================================================
Model: M1
Layer: 44
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.835, 0.907, 0.854]
Frob: 4.53
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  弊                             -0.3773     -0.0553     +0.0549
    2  row                           +0.3415     -0.1653     -0.0024
    3  rael                          -0.3396     +0.0285     +0.0116
    4  METHODS                       -0.3379     +0.0647     -0.0594
    5  intimately                    -0.3313     +0.0494     +0.0496
    6  sacred                        -0.3272     +0.0836     +0.0408
    7  falls                         -0.3199     +0.0407     +0.0308
    8  arian                         -0.3170     -0.2357     +0.0112
    9  hemorrh                       -0.3164     +0.0476     +0.0804
   10  Methods                       -0.3155     +0.0516     -0.1144
   11  usage                         -0.3138     -0.0345     -0.1468
   12  Kud                           +0.3124     +0.1157     +0.1520
   13  interconnect                  -0.3121     +0.0525     +0.0608
   14  TEACH                         -0.3114     -0.0237     +0.0333
   15  Huber                         -0.3110     -0.0110     -0.1779
   16  型企业                           -0.3107     -0.0389     -0.0084
   17  stead                         -0.3105     +0.0124     +0.0769
   18  disc                          +0.3096     -0.0906     +0.0175
   19  sadd                          -0.3091     +0.0271     -0.0262
   20  prene                         -0.3083     +0.0457     +0.0677
   21  ords                          -0.3078     -0.1504     +0.0183
   22  методы                        -0.3076     +0.0225     -0.0214
   23  权重                            -0.3068     +0.0993     -0.0216
   24  :-                            +0.3064     -0.0176     +0.0964
   25  爵                             +0.3056     -0.0999     -0.0947
   26  habits                        -0.3048     +0.0370     +0.0637
   27  (row                          +0.3047     -0.0872     -0.0050
   28  sym                           +0.3046     -0.0276     -0.0391
   29  onboard                       +0.3032     -0.2344     -0.1622
   30  ermis                         -0.3029     +0.1503     -0.0549
