================================================================================
Model: M3
Layer: 43
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.467, 1.329, 1.143]
Frob: 5.63
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            -0.5739     -0.2111     +0.3608
    2  REF                           -0.5669     -0.0865     -0.3327
    3  alternating                   -0.4923     +0.4009     +0.0426
    4  DEN                           -0.4637     -0.1809     -0.1853
    5  曬                             +0.4476     -0.0345     -0.0184
    6  REF                           -0.4314     -0.0692     -0.2123
    7  晒                             +0.4274     -0.0267     -0.0070
    8  Den                           -0.4238     -0.0495     +0.0303
    9  Altern                        -0.4178     +0.2716     -0.0692
   10  APPRO                         -0.4059     -0.2544     +0.0968
   11  留下一                           +0.3955     -0.1149     -0.1270
   12  打字                            +0.3940     -0.0518     -0.0779
   13  暗示                            -0.3892     +0.1605     -0.0580
   14  timeless                      +0.3884     -0.0067     +0.0328
   15  denied                        -0.3801     -0.0074     -0.0756
   16  denial                        -0.3782     +0.0295     +0.0409
   17  Den                           -0.3737     -0.1187     +0.0477
   18  交替                            -0.3673     +0.2483     -0.0553
   19  erah                          +0.3659     -0.0645     -0.0413
   20  ejection                      -0.3653     +0.0185     -0.0635
   21  FOR                           -0.3643     +0.1342     -0.0466
   22  奴隶                            +0.3593     -0.1599     +0.0172
   23  Alarm                         -0.3513     -0.1314     -0.0628
   24  收起                            +0.3487     +0.0246     -0.0319
   25  Emissions                     -0.3472     -0.1811     -0.1685
   26  compose                       +0.3452     +0.2149     +0.0048
   27  carbohydrate                  +0.3427     +0.1260     +0.0506
   28  Inference                     -0.3363     -0.0182     -0.0025
   29  Dag                           +0.3363     +0.0166     -0.1115
   30  EDIT                          -0.3352     -0.2095     -0.0288
