================================================================================
Model: M1
Layer: 1
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    125  Shakespeare                   +0.6857
    2    124  .O                            +0.3758
    3    124  renewable                     +0.3833
    4    122  .St                           -0.3346
    5    122  Er                            +0.3318
    6    122  /n                            -0.2985
    7    122  .En                           -0.2934
    8    121  .In                           -0.3048
    9    120  _CON                          -0.3011
   10    120  .Un                           -0.3012
   11    120  ca                            +0.2738
   12    120  Tri                           +0.2738
   13    120  .Se                           +0.2692
   14    119  Cons                          +0.2887
   15    119  Bn                            -0.2851
   16    119  .N                            +0.3335
   17    119  shallow                       +0.2711
   18    119  楚                             +0.2783
   19    118  Media                         +0.2707
   20    118  media                         +0.2753
   21    117  Ell                           +0.3119
   22    117  Ell                           +0.2967
   23    117  pharmaceutical                +0.2714
   24    117  latest                        +0.2668
   25    116  anga                          -0.2954
   26    116  .Con                          -0.2869
   27    116  akespeare                     +0.3528
   28    116  Fr                            -0.3562
   29    116  .Res                          +0.2693
   30    115  Ros                           -0.2802
   31    115  Ln                            -0.2712
   32    115  Ros                           -0.2672
   33    115  underground                   -0.2640
   34    115  Res                           -0.2619
   35    115  Bible                         +0.2580
   36    115  Xn                            -0.2578
   37    115  Pr                            +0.2499
   38    114  _EN                           -0.2511
   39    113  Mn                            -0.2485
   40    113  Den                           -0.2410
   41    112  Fn                            -0.2805
   42    112  Res                           +0.2453
   43    112  393                           -0.2438
   44    111  .U                            -0.2863
   45    110  \sum                          +0.2449
   46    110  -O                            +0.2520
   47    110  .Int                          +0.2689
   48    109  Sch                           +0.2624
   49    109  CON                           -0.2481
   50    109  振                             -0.2441
   51    109  473                           +0.2360
   52    108  Som                           -0.2365
   53    107  Zw                            -0.2425
   54    106  medical                       +0.2314
   55    105  Dis                           -0.2489
   56    104  geographical                  +0.2876
   57    104  环                             +0.2935
   58    104  Inter                         +0.2638
   59    103  Con                           -0.2498
   60    102  .Re                           -0.2726
