================================================================================
Model: M1
Layer: 57
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  ба                            +0.1923
    2    128  反                             -0.1909
    3    128  fa                            +0.1715
    4    128  oub                           -0.1683
    5    127  搭建                            +0.1724
    6    127  esar                          -0.1775
    7    127  CAB                           -0.1623
    8    127  rat                           +0.1574
    9    127  anca                          +0.1528
   10    127  财政                            -0.1601
   11    127  Cab                           -0.1606
   12    127  美好                            +0.1564
   13    127  还能                            -0.1532
   14    126  巴                             +0.1832
   15    126  .loc                          +0.1698
   16    126  Ба                            +0.1565
   17    126  sandwich                      +0.1578
   18    126  抓                             +0.1547
   19    126  Pris                          +0.1554
   20    126  hide                          +0.1499
   21    126  rim                           -0.1487
   22    126  qquad                         +0.1669
   23    126  收集                            +0.1462
   24    125  小说网                           -0.1676
   25    125  抵抗                            +0.1580
   26    125  Please                        +0.1692
   27    125  Bab                           +0.1589
   28    125  принци                        -0.1490
   29    125  רא                            -0.1556
   30    124  床                             -0.1490
   31    124  听力                            +0.1493
   32    124  Please                        +0.1448
   33    124  gossip                        -0.1450
   34    124  Quick                         -0.1435
   35    124  ICTION                        +0.1517
   36    123  ogi                           -0.1539
   37    123  Licht                         +0.1439
   38    123  ATURE                         +0.1559
   39    123  336                           -0.1406
   40    123  三点                            +0.1595
   41    123  64                            -0.1466
   42    123  แต่                           -0.1449
   43    122  isp                           -0.1556
   44    122  비                             -0.1448
   45    122  85                            -0.1479
   46    122  foo                           -0.1459
   47    121  所在地                           -0.1405
   48    121  parte                         -0.1429
   49    121  绷                             +0.1471
   50    119  rol                           -0.1531
   51    119  thi                           +0.1511
   52    119  残                             -0.1514
   53    119  Television                    +0.1391
   54    119  邱                             +0.1540
   55    118  txt                           -0.1403
   56    118  my                            +0.1677
   57    115  arab                          -0.1476
   58    115  徐                             +0.1526
   59    115  天线                            +0.1405
   60    112  trends                        -0.1387
