================================================================================
Model: M3
Layer: 38
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  vs                            -0.1886
    2    128  明确                            +0.1773
    3    128  Nik                           -0.1782
    4    128  金刚                            -0.1679
    5    128  plankton                      +0.1702
    6    128  linguistic                    +0.1679
    7    128  pap                           +0.1670
    8    128  RN                            +0.1627
    9    128  .last                         -0.1668
   10    128  الج                           +0.1631
   11    128  哼                             -0.1630
   12    128  褐                             +0.1616
   13    128  abs                           +0.1598
   14    128  How                           -0.1606
   15    128  生物                            +0.1583
   16    128  js                            -0.1607
   17    128  ًا                            -0.1573
   18    128  Jay                           -0.1585
   19    128  锐                             -0.1585
   20    128  bell                          +0.1582
   21    128  ＞                             +0.1542
   22    128  Qs                            -0.1575
   23    128  orne                          +0.1538
   24    128  Intern                        -0.1536
   25    128  {}                            +0.1522
   26    128  abundant                      +0.1529
   27    128  &D                            +0.1513
   28    128  ⟨                             -0.1515
   29    128  概述                            +0.1506
   30    128  Rv                            +0.1508
   31    128  也就不                           +0.1537
   32    128  出身                            -0.1502
   33    128  rangle                        +0.1504
   34    128  獨                             -0.1491
   35    128  sudden                        +0.1502
   36    128  Willis                        +0.1500
   37    128  deployed                      -0.1476
   38    128  旗舰                            +0.1472
   39    128  �                             -0.1531
   40    128  360                           +0.1494
   41    128  students                      -0.1484
   42    128  excellent                     +0.1496
   43    128  後來                            +0.1454
   44    128  bounced                       -0.1470
   45    128  国有                            +0.1475
   46    128  验收                            +0.1445
   47    128  土壤                            +0.1485
   48    128  判断                            -0.1453
   49    128  regards                       +0.1447
   50    128  Ans                           -0.1453
   51    128  United                        +0.1465
   52    128  Js                            -0.1434
   53    128  村庄                            +0.1455
   54    128  Robert                        -0.1441
   55    128  帆                             +0.1463
   56    128  ilinear                       -0.1444
   57    128  unnecessary                   +0.1440
   58    128  取消                            -0.1433
   59    128  mumbled                       -0.1407
   60    128  _{                            -0.1454
