================================================================================
Model: M2
Layer: 0
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    101  Policy                        +0.2110
    2     98  82                            -0.2137
    3     97  三十                            +0.1942
    4     96  <｜Assistant｜>                 -0.2230
    5     96  -w                            +0.2049
    6     92  /G                            -0.1971
    7     91  这边                            -0.1939
    8     91  慢性                            +0.2008
    9     91  kappa                         +0.2054
   10     89  142                           -0.2011
   11     88  north                         -0.1885
   12     88  mainland                      +0.2057
   13     87  /m                            -0.2107
   14     87  -y                            +0.1864
   15     86  92                            +0.1809
   16     85  uk                            -0.2109
   17     85  WC                            +0.1845
   18     83  uk                            -0.2110
   19     83  144                           +0.1860
   20     83  653                           +0.2136
   21     82  商标                            +0.1758
   22     80  *                             +0.1843
   23     80  field                         -0.1795
   24     79  383                           +0.1869
   25     78  -o                            -0.2140
   26     77  ′                             -0.1953
   27     76  inv                           +0.1838
   28     75  145                           -0.1754
   29     74  -g                            +0.1873
   30     74  压                             +0.1841
   31     72  ''                            -0.1919
   32     70  Т                             +0.1854
   33     70  Γ                             -0.1732
   34     70  883                           +0.1700
   35     69  com                           -0.1792
   36     69  field                         +0.1823
   37     69  .des                          -0.1777
   38     68  ‐                             -0.1919
   39     68  ´                             +0.1822
   40     68  zh                            -0.1756
   41     68  veld                          +0.1700
   42     68  week                          -0.1737
   43     67  ,T                            +0.1912
   44     67  882                           +0.2137
   45     67  buffer                        +0.1750
   46     65  gate                          -0.1807
   47     65  κ                             -0.1736
   48     64  Ω                             +0.1693
   49     63  fields                        -0.1812
   50     63  kernel                        -0.1696
   51     63  fram                          +0.1701
   52     62  -x                            +0.1869
   53     61  层                             +0.1698
   54     60  鐵                             +0.1781
   55     59  80                            -0.1802
   56     58  ×                             -0.1668
   57     58  hell                          -0.1718
   58     57  450                           +0.1777
   59     57  442                           -0.1823
   60     57  aug                           +0.1738
