================================================================================
Model: M2
Layer: 28
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.037, 1.120, 0.818]
Frob: 3.17
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  antu                          -0.3605     +0.1492     -0.1119
    2  Goff                          -0.3474     +0.0989     -0.0157
    3  Background                    +0.3447     +0.0689     +0.0290
    4  系                             +0.3374     +0.0265     +0.0228
    5  Ga                            -0.3348     -0.0428     -0.0666
    6  ~~↵↵                          -0.3335     -0.1257     -0.0254
    7  Passive                       +0.3321     -0.0580     +0.0353
    8  750                           -0.3274     +0.0096     +0.1764
    9  omycin                        -0.3267     +0.0379     -0.0119
   10  用人                            +0.3267     +0.0261     -0.0745
   11  Tort                          -0.3244     -0.0522     -0.0693
   12  aL                            -0.3220     -0.1363     -0.0574
   13  Pit                           +0.3191     -0.0015     +0.0266
   14  Pape                          -0.3187     -0.0355     +0.1472
   15  的劳动                           -0.3163     -0.0827     +0.0181
   16  Basic                         +0.3153     -0.0536     +0.1213
   17  uwen                          -0.3132     +0.0865     -0.1001
   18  勞                             -0.3125     +0.0997     -0.0386
   19  Der                           -0.3086     -0.0924     +0.0000
   20  attering                      -0.3081     +0.1137     -0.0914
   21  tem                           -0.3072     -0.0562     +0.0920
   22  Credits                       +0.3064     +0.0743     -0.0304
   23  tort                          -0.3050     -0.1012     -0.0112
   24  rence                         +0.3041     +0.0184     +0.0162
   25  ienn                          -0.3038     +0.0186     +0.0887
   26  brief                         +0.3032     +0.0677     +0.1361
   27  datum                         +0.3032     -0.1181     +0.0706
   28  atan                          -0.3026     +0.1120     +0.0170
   29  Recommend                     +0.3021     -0.0450     +0.1830
   30  728                           -0.3021     -0.0148     +0.0275
