================================================================================
Model: M1
Layer: 33
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.209, 2.084, 1.613]
Frob: 4.35
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  不会再                           -0.4291     -0.0656     +0.0138
    2  996                           +0.3952     -0.0283     +0.0632
    3  loop                          +0.3808     +0.0560     +0.1070
    4  偏低                            -0.3757     -0.2326     +0.0670
    5  ０                             -0.3611     -0.2634     +0.0961
    6  632                           +0.3557     +0.0002     +0.0723
    7  819                           +0.3526     +0.0413     +0.1133
    8  regist                        -0.3481     +0.1149     +0.0892
    9  通过各种                          +0.3470     +0.1868     -0.0287
   10  853                           +0.3427     -0.0167     -0.0598
   11  指纹                            -0.3421     +0.0263     +0.1202
   12  席位                            -0.3337     +0.0336     +0.0273
   13  617                           +0.3334     +0.0091     +0.0898
   14  Loc                           -0.3301     -0.0606     +0.0041
   15  寥寥                            -0.3295     +0.0531     +0.0975
   16  873                           +0.3253     +0.0280     -0.0663
   17  rim                           +0.3232     +0.1102     -0.1134
   18  -zero                         -0.3229     -0.3217     +0.0775
   19  loop                          +0.3212     +0.1227     -0.1075
   20  673                           +0.3196     -0.0503     +0.0258
   21  essor                         -0.3195     +0.0673     +0.0324
   22  636                           +0.3187     -0.0052     +0.1531
   23  zeros                         -0.3170     -0.1771     -0.0686
   24  653                           +0.3133     -0.0027     -0.0518
   25  非同                            -0.3128     -0.0214     -0.1014
   26  lowered                       -0.3126     -0.0392     -0.1222
   27  123                           +0.3122     -0.0050     +0.0627
   28  licensed                      -0.3118     +0.0869     +0.0214
   29  472                           +0.3104     -0.1450     +0.0570
   30  urb                           -0.3101     -0.0812     +0.1125
