================================================================================
Model: M1
Layer: 58
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  380                           +0.1909
    2    128  740                           +0.1789
    3    128  860                           +0.1650
    4    128  885                           -0.1636
    5    128  همه                           -0.1625
    6    128  umin                          +0.1635
    7    128  820                           +0.1628
    8    128  knees                         -0.1612
    9    128  स्त                           -0.1601
   10    128  .Component                    +0.1593
   11    128  初步                            -0.1600
   12    128  ............................     +0.1590
   13    128  Spirit                        +0.1582
   14    128  inher                         +0.1565
   15    128  薛                             -0.1556
   16    128  emann                         -0.1562
   17    128  geological                    -0.1557
   18    128  筹措                            -0.1542
   19    128  een                           -0.1546
   20    128  控制在                           +0.1545
   21    128  backdrop                      -0.1536
   22    128  Monday                        +0.1525
   23    128  participate                   +0.1515
   24    128  尚                             -0.1518
   25    128  它们的                           +0.1498
   26    128  <｜fim▁begin｜>                 +0.1499
   27    128  科举                            +0.1506
   28    128  meets                         +0.1509
   29    128  пост                          -0.1499
   30    128  pytest                        +0.1497
   31    128  Geological                    +0.1507
   32    128  Mall                          -0.1494
   33    128  tur                           -0.1503
   34    128  Whereas                       +0.1500
   35    128  Paris                         -0.1499
   36    128  下班                            +0.1495
   37    128  黑影                            +0.1496
   38    128  加速度                           -0.1495
   39    128  ları                          +0.1481
   40    128  Turkish                       +0.1479
   41    128  depart                        +0.1466
   42    128  460                           +0.1470
   43    128  Hypothesis                    -0.1468
   44    128  ressive                       -0.1464
   45    128  participation                 +0.1457
   46    128  semi                          +0.1462
   47    128  Magn                          +0.1458
   48    128  READ                          +0.1457
   49    128  贾                             +0.1468
   50    128  dough                         +0.1451
   51    128  时应                            -0.1452
   52    128  指着                            +0.1444
   53    128  Read                          -0.1441
   54    128  Monday                        +0.1441
   55    128  Geometry                      -0.1443
   56    128  国学                            -0.1437
   57    128  Lara                          +0.1437
   58    128  ай                            +0.1433
   59    128  Col                           -0.1434
   60    128  UF                            +0.1429
