================================================================================
Model: M3
Layer: 42
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [5.190, 2.363, 1.857]
Frob: 7.01
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  REF                           -0.4337     +0.0667     +0.0248
    2  LAB                           -0.4075     +0.1496     -0.1231
    3  instability                   -0.3831     +0.0488     -0.1915
    4  APPRO                         -0.3736     -0.0687     -0.1050
    5  lab                           -0.3685     +0.1331     -0.1170
    6  used                          +0.3673     +0.0604     +0.0098
    7  DEN                           -0.3608     -0.0959     +0.1646
    8  Augustus                      +0.3520     -0.0168     -0.0294
    9  对它                            -0.3497     +0.0616     -0.0425
   10  unstable                      -0.3447     +0.0477     -0.0908
   11  /google                       +0.3335     -0.0112     +0.0645
   12  traumat                       -0.3320     +0.0540     +0.1157
   13  Artic                         +0.3303     +0.0155     -0.0425
   14  提供了一个                         +0.3290     +0.0906     -0.0084
   15  paraphrase                    +0.3288     +0.0878     -0.0132
   16  全景                            -0.3284     +0.0558     -0.0288
   17  常人                            -0.3280     -0.0714     +0.1033
   18  disabling                     -0.3257     -0.0052     -0.1425
   19  traumatic                     -0.3244     +0.0989     +0.0354
   20  Eng                           +0.3234     -0.0794     -0.0558
   21  trauma                        -0.3197     -0.0426     +0.0477
   22  可以被                           -0.3175     +0.1225     +0.0610
   23  倉                             +0.3173     -0.0359     -0.1258
   24  Eventually                    -0.3166     +0.2510     -0.1048
   25  annoy                         -0.3166     -0.0408     +0.0052
   26  torment                       -0.3164     +0.1467     -0.0055
   27  annoyance                     -0.3158     -0.0067     -0.0460
   28  LAB                           -0.3148     +0.0699     -0.0721
   29  warehouses                    +0.3141     -0.0365     -0.0056
   30  远景                            -0.3136     +0.1237     +0.0568
