================================================================================
Model: M1
Layer: 30
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.150, 1.837, 1.271]
Frob: 4.22
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  rote                          +0.4075     -0.1793     -0.1456
    2  tas                           +0.3673     -0.0194     -0.0693
    3  cad                           +0.3549     -0.2735     -0.0087
    4  下面就                           -0.3545     +0.1490     -0.1544
    5  Positions                     +0.3472     -0.0136     -0.0710
    6  /book                         +0.3471     -0.0363     -0.0731
    7  Commit                        +0.3424     -0.1025     -0.0649
    8  和多                            +0.3348     -0.0125     -0.0130
    9  ETS                           +0.3309     -0.0089     +0.0504
   10  overwhelming                  -0.3307     +0.0439     -0.1154
   11  这便是                           -0.3294     -0.0322     +0.0563
   12  weis                          -0.3291     -0.0606     -0.0879
   13  Vote                          -0.3263     +0.0923     -0.1767
   14  positions                     +0.3261     +0.0079     -0.0211
   15  运动中                           +0.3252     -0.1264     -0.0619
   16  asymmetric                    -0.3221     +0.0756     -0.0349
   17  Rasmussen                     -0.3221     -0.0087     +0.1711
   18  etur                          +0.3210     -0.0575     -0.0252
   19  nout                          +0.3207     +0.0208     +0.0581
   20  /is                           +0.3202     +0.0140     -0.0141
   21  elow                          -0.3194     +0.0117     -0.0456
   22  单体                            +0.3182     +0.0090     -0.0481
   23  �                             +0.3177     +0.1051     +0.0556
   24  nate                          +0.3174     -0.0996     -0.0386
   25  endi                          +0.3158     -0.2070     -0.0207
   26  routes                        +0.3126     -0.0958     -0.0129
   27  mise                          -0.3114     +0.0565     -0.1621
   28  rn                            +0.3110     -0.0858     +0.0283
   29  和专业                           +0.3098     -0.1344     -0.0793
   30  可取                            +0.3091     -0.0232     +0.0158
