================================================================================
Model: M2
Layer: 50
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  扩张                            -0.1881
    2    128  Execution                     -0.1754
    3    128  房地产                           -0.1801
    4    128  Return                        +0.1778
    5    128  FAC                           -0.1689
    6    128  Perspectives                  -0.1715
    7    128  诞生                            -0.1699
    8    128  uild                          +0.1594
    9    128  JD                            -0.1660
   10    128  General                       -0.1647
   11    128  WG                            +0.1650
   12    128  zh                            +0.1648
   13    128  痘                             -0.1648
   14    128  民族                            +0.1706
   15    128  背后的                           -0.1625
   16    128  .Data                         +0.1646
   17    128  确立                            +0.1614
   18    128  萍                             -0.1690
   19    128  \({}^{+}\)                    +0.1552
   20    128  opium                         +0.1501
   21    128  cursor                        +0.1531
   22    128  death                         -0.1556
   23    128  widow                         +0.1493
   24    128  搭建                            -0.1540
   25    128  Fish                          -0.1509
   26    128  Server                        +0.1550
   27    128  Dag                           -0.1522
   28    128  Tax                           +0.1486
   29    128  得出                            -0.1540
   30    128  enlisted                      +0.1482
   31    128  年轻的                           -0.1477
   32    128  .empty                        -0.1523
   33    128  [-                            -0.1477
   34    128  Inf                           -0.1495
   35    128  TH                            -0.1488
   36    128  Fish                          +0.1471
   37    128  osexual                       -0.1418
   38    128  的主要                           +0.1492
   39    128  empty                         +0.1463
   40    127  发展战略                          +0.1473
   41    127  手下                            +0.1504
   42    127  许诺                            +0.1462
   43    126  _def                          +0.1537
   44    125  general                       -0.1516
   45    125  _empty                        +0.1452
   46    124  Perc                          -0.1484
   47    124  insect                        +0.1439
   48    124  populate                      +0.1510
   49    124  测算                            +0.1446
   50    123  丁                             -0.1529
   51    123  выше                          -0.1566
   52    123  .append                       +0.1467
   53    123  alculate                      -0.1450
   54    121  promises                      +0.1476
   55    121  comport                       +0.1467
   56    121  自然地                           +0.1450
   57    121  303                           -0.1455
   58    120  盼                             +0.1481
   59    120  .Create                       -0.1452
   60    119  änner                         -0.1439
