================================================================================
Model: M2
Layer: 51
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  →std                          +0.2080
    2    128  215                           +0.2037
    3    128  <?                            +0.2022
    4    128  671                           -0.1972
    5    128  بد                            +0.1891
    6    128  211                           -0.1740
    7    128  要是                            +0.1762
    8    128  675                           +0.1657
    9    128  你自己                           +0.1668
   10    128  413                           +0.1669
   11    128  overweight                    -0.1705
   12    128  Garcia                        +0.1657
   13    128  teens                         -0.1675
   14    128  caret                         +0.1675
   15    128  HC                            +0.1649
   16    128  lockdown                      +0.1641
   17    128  clud                          +0.1638
   18    128  {%                            +0.1607
   19    128  гер                           -0.1624
   20    128  食                             -0.1648
   21    128  �                             +0.1639
   22    128  Galileo                       +0.1523
   23    128  процессе                      -0.1595
   24    128  更为                            +0.1618
   25    128  自我                            -0.1576
   26    128  #!/                           +0.1568
   27    128  Diss                          -0.1524
   28    128  泥                             +0.1575
   29    128  実                             +0.1555
   30    128  Hybrid                        -0.1591
   31    128  阑                             -0.1526
   32    128  宾馆                            +0.1551
   33    128  mature                        -0.1555
   34    128  fat                           -0.1552
   35    128  جه                            +0.1545
   36    128  Abigail                       -0.1555
   37    128  Aer                           -0.1488
   38    128  条款                            +0.1543
   39    128  abortion                      -0.1543
   40    128  271                           -0.1505
   41    128  package                       +0.1579
   42    128  盒子                            +0.1538
   43    128  048                           -0.1501
   44    128  ていた                           +0.1514
   45    128  豪                             -0.1557
   46    128  Sharma                        +0.1533
   47    128  做到                            +0.1493
   48    128  trailing                      +0.1478
   49    128  accumulating                  -0.1492
   50    128  দ                             +0.1519
   51    128  共享                            +0.1484
   52    128  锐                             +0.1469
   53    128  平面的                           -0.1447
   54    128  のだ                            -0.1475
   55    128  连锁                            +0.1526
   56    128  Guar                          +0.1453
   57    128  丰富                            +0.1440
   58    128  techn                         -0.1447
   59    128  一张                            +0.1437
   60    128  มาก                           -0.1444
