================================================================================
Model: M3
Layer: 59
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.984, 2.361, 1.602]
Frob: 5.73
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  FOR                           +0.9890     +0.1760     -0.7142
    2  REF                           +0.9612     -0.0109     -0.1084
    3  FOR                           +0.9125     +0.1093     -0.6235
    4  #1                            +0.8314     -0.2844     +0.7605
    5  k                             +0.5634     +0.1809     -0.0258
    6  FORM                          +0.5175     +0.0356     -0.3225
    7  union                         +0.5082     +0.0757     +0.0279
    8  kop                           +0.4737     -0.0056     -0.0439
    9  union                         +0.4613     +0.0907     +0.0011
   10  REF                           +0.4598     -0.1063     -0.0853
   11  living                        -0.4542     +0.0056     +0.3612
   12  REFERENCES                    +0.4438     -0.1346     -0.0181
   13  UNION                         +0.4424     +0.1010     -0.0337
   14  unions                        +0.4361     +0.1075     +0.0471
   15  DEN                           +0.4325     +0.1556     +0.3716
   16  庆祝                            +0.4305     -0.0981     -0.0588
   17  -living                       -0.4283     +0.0098     +0.2858
   18  reflective                    -0.4249     -0.2118     +0.0779
   19  Living                        -0.4238     -0.0317     +0.3009
   20  celebration                   +0.4213     -0.0932     +0.0963
   21  DER                           +0.4206     +0.0040     -0.1847
   22  FORM                          +0.4135     +0.0564     -0.1766
   23  intertwined                   -0.4104     -0.1310     +0.0252
   24  parallelism                   -0.4090     +0.0855     -0.1131
   25  録                             +0.4066     -0.0619     +0.0451
   26  Ref                           -0.4056     -0.1887     +0.1370
   27  _FORM                         +0.4028     +0.1542     -0.1707
   28  HEAD                          +0.3989     +0.0470     -0.0689
   29  recorded                      +0.3965     -0.1534     +0.1334
   30  Unions                        +0.3955     +0.0355     +0.0270
