================================================================================
Model: M1
Layer: 59
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  法治                            +0.1877
    2    128  民主                            -0.1764
    3    128  老虎                            +0.1731
    4    128  _SU                           -0.1802
    5    128  顔                             +0.1672
    6    128  Graph                         -0.1647
    7    128  <!                            +0.1628
    8    128  一次                            -0.1634
    9    128  在不同                           -0.1632
   10    128  月光                            -0.1650
   11    128  字典                            +0.1625
   12    128  hiking                        -0.1674
   13    128  Iv                            -0.1640
   14    128  在前面                           +0.1581
   15    128  dental                        +0.1636
   16    128  同学们                           +0.1580
   17    128  修行                            +0.1571
   18    128  smoked                        +0.1569
   19    128  Sit                           -0.1626
   20    128  最佳的                           -0.1571
   21    128  _CL                           -0.1675
   22    128  Journal                       -0.1544
   23    128  invisible                     -0.1608
   24    128  να                            -0.1528
   25    128  Mag                           +0.1530
   26    128  osin                          +0.1530
   27    128  sol                           -0.1538
   28    128  184                           +0.1554
   29    128  IPv                           +0.1491
   30    128  RL                            +0.1508
   31    128  側                             -0.1593
   32    128  大家的                           -0.1511
   33    128  rée                           -0.1492
   34    128  Douglas                       +0.1528
   35    128  mag                           -0.1489
   36    128  反弹                            +0.1492
   37    128  .cl                           -0.1476
   38    128  Rt                            +0.1461
   39    128  {S                            +0.1472
   40    128  clicks                        -0.1439
   41    128  Mount                         -0.1430
   42    128  爵                             +0.1464
   43    128  Pearson                       +0.1401
   44    127  460                           +0.1576
   45    127  260                           +0.1561
   46    127  APH                           +0.1504
   47    127  要在                            -0.1528
   48    127  currency                      -0.1504
   49    127  844                           -0.1498
   50    127  Sb                            +0.1489
   51    127  Journal                       +0.1406
   52    126  Div                           +0.1423
   53    126  浸                             -0.1434
   54    126  metropolitan                  +0.1389
   55    126  676                           +0.1383
   56    126  /I                            -0.1371
   57    125  UA                            +0.1428
   58    125  incredible                    -0.1463
   59    125  endowment                     +0.1523
   60    125  Ga                            +0.1420
