================================================================================
Model: M2
Layer: 57
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.356, 1.303, 0.344]
Frob: 3.21
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ‑                             +0.8209     -0.3342     +0.7110
    2  ->                            +0.7088     +0.0754     -0.5948
    3  ->                            +0.6262     +0.0790     -0.1777
    4  -->                           +0.4958     +0.2497     -0.0734
    5  )->                           +0.4794     -0.0116     -0.0947
    6  short                         +0.4765     -0.0777     -0.4846
    7  Short                         +0.4760     -0.0203     -0.3780
    8  短                             +0.4685     -0.0530     -0.2760
    9  Short                         +0.4411     +0.0184     -0.3098
   10  ->↵                           +0.4333     +0.0008     -0.4155
   11  -->                           +0.4323     +0.2516     -0.4150
   12  short                         +0.4086     -0.0239     -0.3102
   13  sk                            +0.4038     +0.1668     -0.1824
   14  ETH                           -0.3990     -0.0547     +0.1199
   15  Revenue                       -0.3861     +0.0232     -0.0043
   16  tasty                         +0.3817     +0.0784     -0.0237
   17  Sk                            +0.3777     +0.1286     +0.0288
   18  class                         +0.3751     +0.1356     -0.3094
   19  overall                       +0.3734     +0.1288     -0.0577
   20  put                           +0.3721     +0.0169     -0.0331
   21  checklist                     +0.3713     -0.0323     +0.0656
   22  ppo                           -0.3687     +0.0220     +0.0441
   23  →                             +0.3682     +0.0467     -0.1025
   24  .short                        +0.3679     -0.0251     -0.3189
   25  →                             +0.3678     +0.0096     -0.4992
   26  ).                            +0.3635     -0.0572     -0.1431
   27  корот                         +0.3608     -0.1628     -0.3047
   28  -                             +0.3592     -0.0539     -0.0013
   29  一会儿                           +0.3548     -0.1363     +0.0100
   30  )→                            +0.3541     -0.0267     -0.1714
