================================================================================
Model: M3
Layer: 40
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.371, 2.551, 2.240]
Frob: 6.93
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  REF                           -0.4510     +0.3316     +0.1152
    2  REF                           -0.4221     +0.3270     +0.0856
    3  作为一种                          +0.3874     +0.1160     -0.0833
    4  LESS                          -0.3708     +0.0307     +0.0893
    5  保管                            +0.3581     -0.0173     +0.1607
    6  DEVELOPMENT                   -0.3571     +0.3086     -0.0204
    7  SPEC                          -0.3532     +0.1914     +0.1773
    8  ctal                          +0.3452     +0.1374     -0.0439
    9  LESS                          -0.3421     +0.0734     +0.1197
   10  entry                         +0.3409     +0.0072     +0.0273
   11  ENER                          -0.3395     +0.0297     +0.2529
   12  adjusted                      +0.3377     -0.0152     -0.0099
   13  speeds                        -0.3369     -0.2609     -0.0962
   14  краси                         -0.3362     +0.2228     -0.0085
   15  在那儿                           +0.3321     +0.0636     -0.0835
   16  Creation                      -0.3300     +0.0337     +0.0436
   17  Creation                      -0.3287     +0.0151     -0.0228
   18  -shaped                       -0.3286     +0.0824     +0.0005
   19  REFERENCES                    -0.3273     +0.1502     +0.0797
   20  有二                            +0.3257     -0.1058     +0.0523
   21  与方法                           -0.3252     -0.0183     -0.1218
   22  retto                         -0.3250     -0.0742     -0.0224
   23  失                             +0.3235     +0.0036     -0.0775
   24  Divis                         +0.3200     +0.0584     +0.0428
   25  Connectivity                  -0.3195     +0.0500     +0.0114
   26  -sided                        -0.3192     +0.0007     +0.0548
   27  merge                         -0.3184     -0.0999     +0.0686
   28  connectivity                  -0.3180     +0.0040     +0.0288
   29  有一位                           +0.3178     +0.1478     -0.0430
   30  韬                             -0.3164     +0.0446     -0.0606
