================================================================================
Model: M3
Layer: 35
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Mod                           +0.1907
    2    128  剂                             -0.1757
    3    128  ################              -0.1762
    4    128  婿                             +0.1730
    5    128  audition                      -0.1742
    6    128  hyd                           +0.1730
    7    128  Springer                      +0.1689
    8    128  doi                           +0.1636
    9    128  教案                            +0.1646
   10    128  ở                             +0.1619
   11    128  rounded                       +0.1607
   12    128  ေ�                            +0.1672
   13    128  Manager                       +0.1627
   14    128  建設                            +0.1618
   15    128  Water                         +0.1612
   16    128  Nap                           -0.1593
   17    128  myth                          +0.1610
   18    128  润                             +0.1578
   19    128  方式                            +0.1580
   20    128  drops                         +0.1566
   21    128  고                             +0.1576
   22    128  -term                         +0.1558
   23    128  sexy                          +0.1555
   24    128  Vit                           -0.1588
   25    128  Λ                             +0.1538
   26    128  REC                           +0.1542
   27    128  Michael                       +0.1556
   28    128  举办                            +0.1535
   29    128  ver                           -0.1537
   30    128  628                           +0.1633
   31    128  其他                            +0.1548
   32    128  鹽                             +0.1507
   33    128  的最后                           -0.1490
   34    128  iz                            -0.1494
   35    128  省                             +0.1507
   36    128  inevitable                    -0.1490
   37    128  peng                          +0.1514
   38    128  bo                            +0.1487
   39    128  化妆                            -0.1499
   40    128  utils                         -0.1456
   41    128  →↵↵                           -0.1470
   42    128  落后                            +0.1454
   43    128  办                             +0.1468
   44    128  Nick                          +0.1466
   45    128  古希腊                           +0.1455
   46    128  工程建设                          +0.1562
   47    128  cheduler                      +0.1472
   48    128  Golden                        -0.1458
   49    128  ways                          +0.1463
   50    128  .#                            -0.1467
   51    128  Details                       +0.1511
   52    128  formal                        -0.1474
   53    128  Ver                           +0.1472
   54    128  驻                             -0.1440
   55    128  闽                             -0.1446
   56    128  Mer                           +0.1433
   57    128  Flow                          +0.1428
   58    128  род                           +0.1460
   59    128  Bone                          -0.1428
   60    128  destined                      -0.1437
