================================================================================
Model: M3
Layer: 42
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  其中的                           +0.1835
    2    128  sinh                          +0.1763
    3    128  XXX                           +0.1642
    4    128  Yas                           +0.1640
    5    128  Rev                           -0.1594
    6    128  预期                            -0.1574
    7    127  lig                           +0.1653
    8    127  gait                          +0.1572
    9    127  PW                            +0.1492
   10    126  平行                            +0.1855
   11    126  生态                            +0.1857
   12    126  Bet                           -0.1624
   13    126  NX                            -0.1592
   14    126  低碳                            -0.1612
   15    126  {{\                           +0.1562
   16    126  dominant                      +0.1618
   17    126  聊                             -0.1567
   18    126  压缩                            +0.1580
   19    126  我以为                           -0.1464
   20    126  WW                            +0.1491
   21    126  路由                            +0.1467
   22    126  最为                            -0.1514
   23    126  �                             +0.1485
   24    125  shit                          +0.1556
   25    125  Rud                           +0.1525
   26    125  Bet                           -0.1459
   27    125  tort                          +0.1434
   28    124  依赖                            +0.1610
   29    124  695                           +0.1526
   30    124  星星                            -0.1604
   31    124  molecular                     -0.1485
   32    124  ominant                       +0.1477
   33    124  arson                         -0.1481
   34    124  .values                       -0.1506
   35    124  角膜                            +0.1415
   36    123  Что                           +0.1413
   37    123  �                             +0.1462
   38    122  偶                             -0.1577
   39    121  满满的                           -0.1465
   40    120  strat                         +0.1893
   41    120  驼                             +0.1516
   42    119  bot                           -0.1456
   43    119  Cornell                       -0.1431
   44    119  isol                          +0.1366
   45    118  сви                           +0.1379
   46    117  Fit                           -0.1428
   47    117  Baby                          +0.1396
   48    116  MOR                           -0.1547
   49    116  防御                            +0.1578
   50    116  芜                             -0.1563
   51    116  easiest                       +0.1401
   52    115  جو                            -0.1519
   53    115  allerg                        +0.1403
   54    114  athe                          -0.1600
   55    114  ewish                         -0.1519
   56    114  MV                            -0.1444
   57    113  分子的                           -0.1454
   58    112  Transport                     -0.1585
   59    112  Font                          -0.1423
   60    112  govern                        +0.1412
