================================================================================
Model: M2
Layer: 33
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Validation                    -0.1798
    2    128  yc                            +0.1731
    3    128  Boll                          +0.1747
    4    128  นี้                           -0.1711
    5    128  净利润                           +0.1683
    6    128  oni                           -0.1690
    7    128  Far                           +0.1747
    8    128  操                             +0.1696
    9    128  miniature                     -0.1677
   10    128  为什么要                          -0.1665
   11    128  .p                            +0.1641
   12    128  Hart                          -0.1634
   13    128  gc                            -0.1675
   14    128  kit                           -0.1612
   15    128  создания                      -0.1626
   16    128  ××                            -0.1611
   17    128  Chad                          +0.1610
   18    128  _create                       -0.1605
   19    128  auss                          +0.1579
   20    128  USB                           -0.1602
   21    128  rhythm                        +0.1600
   22    128  Dig                           -0.1583
   23    128  exploited                     -0.1564
   24    128  302                           -0.1573
   25    128  ไม่                           +0.1581
   26    128  pré                           -0.1565
   27    128  VPN                           +0.1584
   28    128  多样化                           -0.1545
   29    128  LTE                           -0.1563
   30    128  pit                           -0.1569
   31    128  Gauss                         +0.1547
   32    128  VPN                           -0.1585
   33    128  -il                           +0.1539
   34    128  band                          -0.1560
   35    128  美容                            +0.1545
   36    128  Foster                        +0.1537
   37    128  mc                            -0.1530
   38    128  优化                            +0.1534
   39    128  Zip                           -0.1539
   40    128  Good                          -0.1524
   41    128  Cash                          +0.1533
   42    128  做一个                           -0.1525
   43    128  切实                            +0.1580
   44    128  RR                            +0.1580
   45    128  ϕ                             +0.1540
   46    128  报考                            -0.1515
   47    128  降温                            -0.1506
   48    128  Mc                            -0.1543
   49    128  做法                            -0.1503
   50    128  Rut                           +0.1521
   51    128  我是                            +0.1524
   52    128  rats                          +0.1497
   53    128  nin                           +0.1492
   54    128  fahr                          +0.1510
   55    128  一号                            -0.1509
   56    128  };↵                           -0.1489
   57    128  例子                            -0.1489
   58    128  poner                         +0.1483
   59    128  Ec                            +0.1533
   60    128  capacitance                   +0.1486
