================================================================================
Model: M1
Layer: 39
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.323, 1.435, 1.043]
Frob: 4.60
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  dura                          +0.4543     -0.0546     -0.0178
    2  n                             -0.4035     +0.0780     -0.0513
    3  鄰                             -0.3757     +0.0380     +0.1762
    4  recogn                        -0.3648     +0.1593     +0.0697
    5  邻                             -0.3584     -0.0192     +0.1959
    6  lifelong                      -0.3514     -0.1147     +0.2101
    7  次                             -0.3454     +0.0370     -0.0495
    8  配方                            -0.3306     +0.0225     -0.2006
    9  Nice                          -0.3305     -0.0438     +0.0704
   10  以东                            +0.3273     -0.2351     -0.0310
   11  voor                          +0.3264     +0.0271     -0.1503
   12  结果为                           +0.3248     -0.0075     -0.0351
   13  signature                     -0.3246     +0.0854     -0.1294
   14  Ended                         +0.3238     +0.0160     -0.1125
   15  proximity                     -0.3234     -0.0254     +0.0857
   16  path                          -0.3223     -0.0570     +0.0678
   17  滚动                            +0.3222     -0.0595     +0.0445
   18  Extension                     -0.3213     +0.1481     -0.1948
   19  ️                             -0.3208     +0.0653     +0.1712
   20  extension                     -0.3197     +0.1263     -0.1419
   21  内容是                           +0.3195     +0.1009     -0.0234
   22  scaling                       -0.3184     +0.1452     +0.0609
   23  apa                           +0.3178     -0.0762     -0.0322
   24  ikat                          +0.3169     -0.0002     +0.0404
   25  对人类                           +0.3158     +0.0374     +0.1580
   26  Extension                     -0.3154     +0.0778     -0.1898
   27  痛哭                            +0.3150     -0.0785     +0.0552
   28  →n                            -0.3138     +0.1082     -0.1333
   29  regardless                    -0.3131     +0.0048     -0.0678
   30  nn                            -0.3125     +0.0126     +0.1006
