================================================================================
Model: M3
Layer: 35
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.884, 2.286, 2.083]
Frob: 6.35
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  bottleneck                    -0.4280     +0.0682     +0.0836
    2  bottlenecks                   -0.4055     +0.1086     +0.1377
    3  瓶颈                            -0.3783     +0.0297     +0.0414
    4  affordable                    -0.3664     -0.0676     +0.0074
    5  DIY                           -0.3598     +0.0346     -0.1062
    6  这一类                           +0.3574     -0.0817     -0.0335
    7  alet                          -0.3546     -0.0042     -0.2091
    8  ELECT                         -0.3502     +0.0161     +0.0487
    9  eaves                         -0.3476     +0.0761     -0.0292
   10  setup                         -0.3472     +0.0936     +0.1888
   11  integration                   +0.3462     +0.0480     -0.0071
   12  #1                            -0.3453     +0.0997     +0.0469
   13  /dm                           -0.3414     -0.1128     +0.0135
   14  的秘密                           -0.3378     -0.1228     -0.0427
   15  查                             +0.3356     -0.0786     +0.1150
   16  全景                            -0.3346     +0.0235     -0.1943
   17  poss                          -0.3340     +0.0418     -0.0869
   18  aph                           -0.3327     -0.0947     +0.1318
   19  把握好                           -0.3325     -0.0796     +0.0052
   20  QUAL                          -0.3319     -0.0656     -0.0006
   21  DIY                           -0.3287     -0.0188     -0.0028
   22  大变                            -0.3276     +0.0370     +0.0243
   23  flex                          -0.3276     -0.0165     +0.0573
   24  经济的                           -0.3271     +0.0262     +0.0447
   25  rewards                       +0.3249     +0.1645     +0.0461
   26  arly                          -0.3241     +0.0022     -0.0314
   27  陈家                            +0.3237     +0.0061     +0.0426
   28  遗漏                            +0.3230     -0.1197     -0.0864
   29  Reward                        +0.3228     +0.1107     +0.0521
   30  scratched                     +0.3200     +0.0252     +0.1269
