================================================================================
Model: M2
Layer: 31
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Jo                            -0.2045
    2    128  倚                             -0.1983
    3    128  企业                            +0.1977
    4    128  &:                            +0.1714
    5    128  Timeout                       +0.1803
    6    128  turkey                        +0.1665
    7    128  Mar                           +0.1828
    8    128  肉                             -0.1660
    9    128  要从                            +0.1734
   10    128  女人                            -0.1693
   11    127  inject                        -0.1887
   12    127  одно                          +0.1860
   13    127  Fr                            -0.1875
   14    127  Den                           +0.1829
   15    127  игры                          +0.1764
   16    127  这次的                           -0.1715
   17    127  _over                         +0.1798
   18    127  记者从                           +0.1644
   19    127  把小                            +0.1632
   20    125  �                             +0.1772
   21    125  人人                            -0.1774
   22    124  万物                            -0.1774
   23    121  混                             -0.1740
   24    121  情绪                            -0.1605
   25    121  企                             -0.1622
   26    120  Ди                            +0.1664
   27    120  504                           -0.1626
   28    119  overcame                      +0.1591
   29    119  sizeof                        -0.1585
   30    119  パ                             -0.1737
   31    119  产业                            +0.1631
   32    118  sprintf                       +0.1638
   33    118  seeded                        +0.1537
   34    118  SH                            -0.1593
   35    115  Bas                           +0.1877
   36    114  266                           +0.1716
   37    114  Active                        +0.1678
   38    112  利息                            -0.1561
   39    112  symptoms                      +0.1601
   40    110  egy                           -0.1626
   41    110  Ml                            -0.1683
   42    109  такие                         -0.1579
   43    109  excerpts                      -0.1559
   44    109  情人                            +0.1554
   45    109  还需要                           -0.1690
   46    106  CG                            +0.1694
   47    105  天下                            +0.1659
   48    104  این                           +0.1635
   49    104  Pay                           -0.1581
   50    103  Math                          +0.1621
   51    102  Dragon                        +0.1582
   52    102  这点                            +0.1525
   53    101  Ill                           -0.1742
   54     99  Pl                            -0.1589
   55     98  一轮                            -0.1588
   56     96  |=                            +0.1628
   57     96  Gr                            -0.1738
   58     95  872                           -0.1623
   59     95  舞蹈                            -0.1627
   60     94  法律                            -0.1573
