================================================================================
Model: M2
Layer: 52
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.011, 1.473, 0.926]
Frob: 3.36
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  ‑                             +0.6569     -0.5282     -0.3901
    2  built                         +0.3815     +0.3253     -0.0201
    3  pick                          +0.3761     +0.1220     +0.0705
    4  chang                         -0.3748     +0.0908     +0.0954
    5  uilt                          +0.3681     +0.2556     +0.0043
    6  ys                            -0.3627     -0.0489     +0.1753
    7  usable                        +0.3590     -0.1169     -0.1364
    8  Built                         +0.3569     +0.3026     -0.0526
    9  vi                            -0.3544     -0.0880     -0.0189
   10  ilos                          -0.3443     -0.0027     +0.0179
   11  erna                          -0.3440     +0.0089     +0.0404
   12  coming                        +0.3405     +0.1439     +0.1267
   13  -anal                         +0.3405     +0.3062     -0.0454
   14  �                             +0.3380     -0.2754     -0.1756
   15  这个时候                          -0.3369     -0.0006     +0.0715
   16  pattern                       +0.3347     +0.1325     +0.2208
   17  Logarithm                     -0.3346     -0.1454     -0.0724
   18  请示                            -0.3345     -0.0188     +0.0188
   19  unwanted                      +0.3331     +0.1006     +0.0598
   20  局面                            +0.3328     -0.0256     -0.0358
   21  燃                             -0.3327     -0.0198     +0.0710
   22  Divisibility                  -0.3276     -0.1894     -0.2206
   23  analytic                      +0.3273     +0.0412     -0.0424
   24  Quint                         -0.3273     +0.1093     -0.1201
   25  滋                             -0.3270     -0.1797     +0.1414
   26  儘管                            -0.3267     -0.2005     +0.0385
   27  vin                           -0.3243     +0.0079     +0.0246
   28  Modular                       -0.3227     -0.1864     -0.1494
   29  疾                             -0.3216     -0.0219     -0.0787
   30  独家                            -0.3186     -0.0557     +0.0757
