================================================================================
Model: M2
Layer: 32
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.862, 1.280, 0.641]
Frob: 3.11
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  兀                             +0.3523     -0.1155     -0.1306
    2  铁的                            -0.3483     -0.1080     +0.0628
    3  明显                            +0.3453     -0.0086     +0.0278
    4  feas                          +0.3355     +0.0084     -0.0348
    5  nested                        +0.3346     -0.1005     -0.0298
    6  Exactly                       +0.3329     -0.0204     +0.0700
    7  nature                        +0.3321     -0.0595     +0.0801
    8  /O                            +0.3301     +0.0954     -0.1864
    9  Exactly                       +0.3293     -0.0864     +0.0874
   10  attested                      +0.3291     -0.1619     -0.0057
   11  筹                             -0.3288     +0.0413     -0.1623
   12  /how                          +0.3263     +0.1209     -0.0223
   13  relevant                      +0.3198     +0.0603     +0.1139
   14  Lik                           +0.3192     +0.0579     +0.0662
   15  多见                            +0.3155     -0.0444     -0.0467
   16  晶晶                            -0.3100     +0.0290     -0.0754
   17  manually                      +0.3099     -0.1024     -0.0626
   18  Kub                           +0.3092     +0.0242     -0.0648
   19  全方位的                          -0.3091     +0.0630     +0.0934
   20  Trem                          -0.3076     +0.0833     +0.1498
   21  /is                           +0.3056     +0.1747     -0.0494
   22  你这么                           +0.3044     +0.0486     -0.0237
   23  Ii                            +0.3032     -0.0889     +0.1163
   24  那几个                           +0.3029     +0.0534     -0.0477
   25  rence                         +0.3022     +0.0419     -0.0417
   26  明显地                           +0.3016     -0.0708     +0.0521
   27  Pall                          -0.3003     -0.1116     +0.0344
   28  nose                          +0.2995     +0.0147     +0.0555
   29  籌                             -0.2987     +0.0749     -0.0905
   30  明顯                            +0.2983     -0.0028     +0.0468
