================================================================================
Model: M1
Layer: 39
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  remarks                       -0.1875
    2    128  Midnight                      -0.1765
    3    128  dob                           +0.1763
    4    128  \({}_{\                       -0.1825
    5    128  \({}^{\                       +0.1752
    6    128  建造                            -0.1667
    7    128  婴儿                            -0.1715
    8    128  {{                            -0.1697
    9    128  Craig                         +0.1623
   10    128  Bike                          -0.1734
   11    128  iya                           +0.1691
   12    128  }}^{\                         +0.1623
   13    128  (《                            +0.1650
   14    128  vibrant                       -0.1578
   15    128  basketball                    -0.1543
   16    128  �                             -0.1546
   17    128  Bella                         +0.1524
   18    128  }/{                           +0.1527
   19    128  \({}^{                        +0.1532
   20    128  cdn                           +0.1535
   21    128  牙齿                            +0.1599
   22    128  540                           -0.1516
   23    128  天门                            -0.1526
   24    128  Pra                           -0.1511
   25    128  Расчет                        -0.1501
   26    128  _position                     +0.1581
   27    128  电梯                            -0.1592
   28    128  好运                            -0.1484
   29    128  有不                            -0.1475
   30    128  Seymour                       +0.1472
   31    128  刻本                            +0.1457
   32    128  法定                            -0.1483
   33    128  설명                            -0.1447
   34    128  _input                        +0.1465
   35    128  params                        -0.1601
   36    128  stairs                        -0.1449
   37    128  Android                       +0.1501
   38    128  Pow                           -0.1445
   39    128  discriminant                  -0.1471
   40    128  buildup                       -0.1438
   41    128  并为                            +0.1501
   42    128  }_{\                          -0.1630
   43    128  rarity                        +0.1447
   44    128  Vincent                       -0.1509
   45    128  کم                            +0.1492
   46    128  eni                           -0.1454
   47    128  日月                            +0.1510
   48    128  内侧                            +0.1504
   49    128  AK                            +0.1483
   50    128  而为                            +0.1550
   51    128  sett                          +0.1443
   52    128  TF                            -0.1473
   53    128  Remark                        -0.1523
   54    128  elemental                     -0.1438
   55    128  Cf                            +0.1432
   56    128  QP                            +0.1463
   57    128  RH                            -0.1532
   58    128  {{                            -0.1505
   59    127  }}_{\                         +0.1463
   60    127  idelity                       +0.1492
