================================================================================
Model: M2
Layer: 20
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  长老                            -0.1825
    2    128  <<"                           +0.1661
    3    128  ơ                             +0.1677
    4    128  航空                            -0.1652
    5    128  坪                             +0.1627
    6    128  Patricia                      +0.1611
    7    128  Holocaust                     +0.1594
    8    128  det                           +0.1646
    9    128  Beg                           +0.1569
   10    128  喻                             -0.1547
   11    128  Said                          -0.1564
   12    128  Board                         -0.1563
   13    128  Organic                       +0.1584
   14    128  Cow                           -0.1538
   15    128  #113709                       -0.1496
   16    128  banyak                        -0.1515
   17    128  }^{(                          +0.1503
   18    128  ozo                           +0.1465
   19    128  bě                            +0.1465
   20    128  REM                           +0.1467
   21    128  già                           -0.1497
   22    128  取下                            -0.1467
   23    128  圓                             +0.1508
   24    128  Klaus                         +0.1502
   25    128  的内                            +0.1481
   26    128  Kow                           +0.1483
   27    128  endif                         -0.1451
   28    128  更多                            -0.1511
   29    128  #ifdef                        -0.1471
   30    128  [:                            -0.1440
   31    128  组长                            +0.1461
   32    128  Corinthians                   -0.1472
   33    128  Kemp                          +0.1459
   34    128  ","                           +0.1468
   35    128  Az                            +0.1455
   36    128  %、                            +0.1435
   37    128  chất                          +0.1455
   38    128  管理人员                          -0.1444
   39    128  \({}^{                        +0.1446
   40    128  vita                          +0.1427
   41    128  向下                            +0.1490
   42    128  nan                           +0.1436
   43    128  worker                        +0.1452
   44    128  お                             -0.1423
   45    128  �                             -0.1412
   46    128  Feed                          +0.1398
   47    128  beg                           +0.1427
   48    128  milk                          +0.1415
   49    128  更多的                           -0.1475
   50    128  在学习                           +0.1403
   51    128  Rice                          +0.1382
   52    128  }}^{\                         -0.1411
   53    128  },\                           +0.1395
   54    128  垂                             +0.1408
   55    128  Agriculture                   +0.1382
   56    128  管理学                           +0.1392
   57    128  Soccer                        +0.1408
   58    128  Fre                           -0.1409
   59    128  Score                         +0.1400
   60    128  重心                            +0.1400
