================================================================================
Model: M2
Layer: 59
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.412, 0.372, 0.242]
Frob: 2.93
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  nont                          -0.6857     -0.3650     -0.0286
    2  -equ                          -0.6174     -0.2075     +0.0140
    3  Equ                           -0.5487     -0.3896     +0.0886
    4  equip                         -0.4864     -0.3953     +0.1264
    5  **[                           +0.4784     +0.0086     -0.0069
    6  -                             -0.4370     -0.0220     -0.1148
    7  convenient                    -0.4357     +0.1115     -0.1716
    8  equ                           -0.4343     -0.3318     +0.0566
    9  contradiction                 -0.4317     +0.2397     +0.0710
   10  Equ                           -0.4199     -0.2933     +0.1102
   11  Cant                          -0.4196     +0.1049     +0.0299
   12  equ                           -0.4142     -0.3452     +0.0575
   13  short                         -0.4142     -0.0508     -0.4866
   14  ordinary                      -0.4122     -0.1238     -0.1912
   15  -field                        -0.4119     +0.0406     +0.1068
   16  syn                           +0.4113     +0.1395     +0.0882
   17  equiv                         -0.4111     -0.0862     +0.0615
   18  ⁿ                             +0.4108     +0.1799     +0.1947
   19  ).                            -0.4089     -0.1381     -0.0592
   20  ✅                             +0.4069     +0.3208     +0.0279
   21  EQU                           -0.4048     -0.2169     +0.0904
   22  -cont                         -0.4037     +0.1300     +0.0001
   23  /equivalent                   -0.4013     +0.0551     -0.0439
   24  equivalent                    -0.3990     +0.0420     -0.2270
   25  -con                          -0.3956     -0.0339     -0.1078
   26  **[                           +0.3956     +0.0566     +0.0087
   27  -equiv                        -0.3953     -0.0194     +0.2001
   28  在我们的                          +0.3930     -0.0655     -0.0813
   29  ),                            -0.3903     -0.0920     +0.0145
   30  -force                        -0.3868     +0.1629     +0.2187
