================================================================================
Model: M2
Layer: 5
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Gal                           +0.3060
    2    128  Gal                           +0.2691
    3    128  Michael                       -0.2490
    4    128  Edward                        +0.2611
    5    128  Describe                      -0.2500
    6    128  angles                        -0.2317
    7    128  ->                            -0.2671
    8    128  maintains                     -0.2296
    9    128  wondered                      +0.2291
   10    128  ˇ                             +0.2210
   11    128  ^{                            +0.2146
   12    128  William                       +0.2262
   13    128  statements                    +0.2198
   14    128  Michael                       -0.2141
   15    128  Play                          -0.2151
   16    128  produces                      +0.2152
   17    128  Alzheimer                     -0.2110
   18    128  methylation                   +0.2112
   19    128  questions                     +0.2182
   20    128  ^{                            +0.2089
   21    128  Edward                        +0.2205
   22    128  Questions                     -0.2146
   23    128  572                           -0.2095
   24    128  投资者                           +0.2041
   25    128  Michelle                      +0.2030
   26    128  Unknown                       +0.2029
   27    128  polynomials                   -0.1979
   28    128  鮮                             +0.1986
   29    128  Margaret                      +0.2056
   30    128  ↵                             +0.2000
   31    128  wanted                        +0.2012
   32    128  re                            +0.1974
   33    128  pneumoniae                    +0.2012
   34    128  Charles                       +0.2010
   35    128  maintaining                   -0.1973
   36    128  algorithms                    +0.1972
   37    128  laughed                       -0.1934
   38    128  #ifndef                       +0.1994
   39    128  上市公司                          +0.1905
   40    128  Wen                           +0.2047
   41    128  Unknown                       -0.1904
   42    128  -dependent                    +0.1988
   43    128  multiples                     +0.1900
   44    128  membranes                     +0.1906
   45    128  download                      -0.1877
   46    128  !/                            +0.1942
   47    128  probably                      +0.1873
   48    128  maintained                    -0.1895
   49    128  stretches                     +0.1898
   50    128  Economic                      +0.1886
   51    128  Margaret                      +0.1922
   52    128  McG                           +0.1962
   53    128  employed                      -0.1846
   54    127  expressed                     +0.2011
   55    127  Ask                           -0.1959
   56    127  References                    +0.1971
   57    127  "/                            -0.1910
   58    127  wouldn                        +0.1891
   59    127  Python                        +0.1961
   60    127  downloaded                    -0.1870
