================================================================================
Model: M2
Layer: 10
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  theorem                       +0.2135
    2    128  水源                            -0.2067
    3    128  decomposition                 -0.1837
    4    128  backend                       +0.1850
    5    128  foundation                    -0.1808
    6    128  foundations                   +0.1800
    7    128  290                           -0.1766
    8    128  developmental                 +0.1756
    9    128  entropy                       -0.1756
   10    128  region                        -0.1745
   11    128  Foundation                    -0.1738
   12    128  CG                            +0.1739
   13    128  卢                             -0.1720
   14    128  }italic                       -0.1709
   15    128  Distribution                  +0.1686
   16    128  api                           +0.1806
   17    128  804                           -0.1658
   18    128  embodiment                    -0.1655
   19    128  _CO                           +0.1660
   20    128  metry                         -0.1632
   21    128  杜                             +0.1673
   22    128  .Re                           -0.1692
   23    128  Digital                       -0.1623
   24    128  solvent                       -0.1618
   25    128  .Se                           -0.1616
   26    128  Digital                       -0.1638
   27    128  architecture                  +0.1603
   28    128  raphics                       +0.1611
   29    128  abi                           -0.1595
   30    128  /config                       +0.1610
   31    128  劳务                            +0.1602
   32    128  axis                          +0.1560
   33    128  dynamics                      +0.1590
   34    128  Builder                       +0.1565
   35    128  viable                        +0.1678
   36    128  biosynthesis                  +0.1571
   37    128  kernel                        +0.1567
   38    128  metastatic                    -0.1571
   39    128  covariance                    -0.1583
   40    128  hypertension                  -0.1571
   41    128  Markov                        +0.1554
   42    128  banks                         +0.1542
   43    128  themes                        +0.1607
   44    128  budget                        +0.1543
   45    128  basis                         +0.1557
   46    128  few                           +0.1550
   47    128  ogenesis                      +0.1538
   48    128  Theme                         +0.1582
   49    128  Pun                           -0.1523
   50    128  Bloomberg                     +0.1535
   51    128  petroleum                     +0.1515
   52    128  Pist                          +0.1500
   53    128  assumption                    +0.1509
   54    128  soluble                       -0.1541
   55    128  Context                       -0.1523
   56    128  Bayern                        +0.1585
   57    128  整体                            +0.1572
   58    128  132                           +0.1503
   59    128  context                       +0.1575
   60    128  induction                     +0.1509
