================================================================================
Model: M1
Layer: 6
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.980, 1.550, 1.041]
Frob: 4.74
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  oule                          +0.3812     -0.0371     +0.0428
    2  ouz                           +0.3664     +0.1246     +0.1682
    3  spre                          +0.3651     +0.0217     +0.0525
    4  钝                             -0.3618     +0.1026     +0.0154
    5  sof                           +0.3500     -0.0258     -0.1037
    6  azer                          +0.3498     +0.0856     +0.0560
    7  Cyp                           -0.3465     +0.0163     -0.0225
    8  踐                             +0.3424     -0.1970     -0.0932
    9  透视                            +0.3423     -0.1518     +0.0372
   10  域                             -0.3404     +0.1066     +0.0631
   11  irie                          +0.3390     -0.0255     +0.0610
   12  dos                           +0.3387     -0.0607     +0.0708
   13  roud                          +0.3377     -0.0803     -0.0203
   14  幸存                            +0.3372     +0.0215     +0.0011
   15  les                           +0.3368     +0.0561     +0.0564
   16  verk                          +0.3358     +0.0309     -0.0391
   17  Hab                           -0.3352     -0.0440     -0.0350
   18  刁                             -0.3340     +0.0844     +0.0652
   19  Assurance                     -0.3336     -0.1088     +0.0295
   20  Hab                           -0.3323     +0.0885     +0.0811
   21  像一个                           -0.3298     -0.0755     -0.0139
   22  breakout                      +0.3241     -0.0380     -0.1056
   23  domic                         -0.3184     +0.1971     +0.0411
   24  生效                            -0.3141     -0.1061     +0.0701
   25  相比之下                          -0.3136     +0.0374     +0.0104
   26  ouw                           +0.3128     -0.0448     -0.0491
   27  eman                          +0.3088     +0.0598     -0.0769
   28  �                             -0.3076     +0.0203     +0.1191
   29  Criteria                      +0.3073     +0.0484     +0.0058
   30  unker                         +0.3066     +0.0584     -0.0781
