================================================================================
Model: M1
Layer: 51
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  AAAA                          +0.2029
    2    128  811                           -0.1920
    3    128  煮                             -0.1867
    4    128  <empty                        +0.1855
    5    128  *p                            -0.1844
    6    128  Add                           -0.1746
    7    128  vf                            -0.1670
    8    128  Kier                          +0.1658
    9    128  法学                            +0.1650
   10    128  还将                            +0.1608
   11    128  ={"                           +0.1587
   12    128  고                             -0.1566
   13    128  这块                            +0.1559
   14    128  411                           -0.1554
   15    128  ........                      +0.1555
   16    128  топ                           -0.1548
   17    128  وأ                            -0.1560
   18    128  输入                            -0.1549
   19    128  .Get                          +0.1543
   20    128  唯一                            -0.1536
   21    128  一的                            +0.1523
   22    128  /issues                       -0.1520
   23    128  头部                            -0.1520
   24    128  grandma                       +0.1509
   25    128  Unique                        +0.1516
   26    128  汉堡                            +0.1513
   27    128  ア                             -0.1503
   28    128  عندما                         -0.1494
   29    128  унк                           +0.1485
   30    128  ẫn                            +0.1483
   31    128  我们将                           +0.1491
   32    128  VP                            +0.1478
   33    128  -add                          +0.1478
   34    128  sprite                        -0.1481
   35    128  坚果                            +0.1486
   36    128  万里                            +0.1473
   37    128  "../../                       -0.1496
   38    128  031                           -0.1466
   39    128  unted                         -0.1473
   40    128  kan                           +0.1470
   41    128  互相                            -0.1458
   42    128  irme                          +0.1448
   43    128  Tooth                         +0.1458
   44    128  рите                          -0.1452
   45    128  →new                          +0.1453
   46    128  broke                         -0.1455
   47    128  Understand                    -0.1457
   48    128  412                           -0.1442
   49    128  这场                            +0.1433
   50    128  .domain                       +0.1436
   51    128  needing                       -0.1444
   52    128  .io                           -0.1436
   53    128  Gain                          +0.1428
   54    128  ookup                         +0.1432
   55    128  לה�                           +0.1431
   56    128  izzazione                     -0.1428
   57    128  后面的                           -0.1422
   58    128  党委书记                          +0.1422
   59    128  _pre                          -0.1425
   60    128  .my                           -0.1426
