================================================================================
Model: M1
Layer: 36
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.998, 2.293, 1.859]
Frob: 5.43
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  _pattern                      +0.4300     +0.1683     -0.1311
    2  iras                          +0.3780     -0.1238     +0.1129
    3  瞬息                            -0.3736     +0.0513     +0.0549
    4  或者其他                          +0.3705     -0.1138     +0.1701
    5  ాలు                           +0.3676     -0.0666     -0.0052
    6  basic                         +0.3668     +0.0867     +0.0096
    7  patterns                      +0.3642     +0.1019     +0.0302
    8  basic                         +0.3546     +0.0938     +0.0246
    9  oat                           +0.3537     +0.1050     -0.0692
   10  pattern                       +0.3519     +0.1570     -0.0643
   11  pattern                       +0.3509     +0.1215     +0.0055
   12  patterns                      +0.3404     +0.1502     +0.0044
   13  庶                             -0.3366     +0.0209     +0.0032
   14  NES                           +0.3360     -0.0889     -0.1201
   15  主要包括                          +0.3358     -0.0457     -0.1746
   16  Approval                      -0.3332     -0.0964     +0.0100
   17  基本的                           +0.3322     +0.0344     -0.0373
   18  稳妥                            +0.3279     -0.0006     +0.0545
   19  basics                        +0.3277     +0.0450     -0.0301
   20  一个新                           -0.3266     -0.0564     -0.1320
   21  mainly                        +0.3257     -0.0174     -0.0209
   22  iban                          +0.3252     -0.0307     -0.1200
   23  Pattern                       +0.3248     +0.0660     -0.1432
   24  暂无                            +0.3243     +0.0553     +0.0800
   25  垃圾                            -0.3210     +0.0841     +0.0268
   26  的基本                           +0.3203     -0.0242     +0.0619
   27  ispr                          +0.3187     +0.0773     -0.0379
   28  NATIONAL                      +0.3172     -0.0412     +0.0116
   29  allied                        +0.3161     +0.2015     -0.1635
   30  patterned                     +0.3152     +0.0241     -0.0911
