================================================================================
Model: M3
Layer: 50
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [6.030, 1.963, 1.937]
Frob: 7.42
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  APPRO                         -0.9634     +0.0539     -0.0955
    2  REF                           -0.7945     +0.2668     +1.0267
    3  appro                         -0.6769     -0.0317     -0.1344
    4  Appropriate                   -0.6610     -0.0913     -0.0763
    5  appropriate                   -0.6506     -0.0543     -0.0739
    6  Appropri                      -0.6059     -0.0433     -0.0579
    7  Appro                         -0.5984     +0.0292     -0.2048
    8  appropri                      -0.5927     -0.1129     -0.0782
    9  appropriate                   -0.5864     -0.0705     -0.0615
   10  appropri                      -0.5778     -0.0507     -0.0613
   11  适当                            -0.5549     -0.0838     -0.1477
   12  reference                     -0.5474     +0.0617     +0.3824
   13  reference                     -0.5308     +0.1298     +0.4333
   14  appropriateness               -0.5151     +0.0274     +0.0159
   15  适当的                           -0.5013     -0.1059     -0.0792
   16  Approved                      -0.4979     -0.0539     -0.2090
   17  適當                            -0.4910     -0.0514     -0.1248
   18  appropriately                 -0.4887     -0.0641     -0.0452
   19  Reference                     -0.4810     +0.0077     +0.3166
   20  referent                      -0.4806     +0.0697     +0.3182
   21  Reference                     -0.4795     +0.0010     +0.3503
   22  CHO                           -0.4779     -0.0733     +0.0363
   23  appropriated                  -0.4760     -0.0704     -0.1391
   24  REF                           -0.4725     +0.2014     +0.6907
   25  référence                     -0.4603     +0.0306     +0.3224
   26  appropriation                 -0.4524     +0.0026     -0.0466
   27  参考                            -0.4486     +0.0931     +0.2867
   28  #1                            -0.4406     -0.4515     -0.1470
   29  approach                      -0.4400     +0.0244     -0.2556
   30  CHO                           -0.4365     -0.0307     +0.0105
