================================================================================
Model: M3
Layer: 49
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [5.148, 2.365, 1.961]
Frob: 6.97
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  FOR                           -0.5215     +0.1898     +0.0768
    2  FOR                           -0.5113     +0.1076     +0.1827
    3  REF                           -0.4513     +0.1702     +0.2020
    4  DEN                           -0.4281     +0.0059     +0.1440
    5  ilion                         -0.3993     +0.0240     -0.0984
    6  unparalleled                  +0.3976     +0.0903     -0.0267
    7  材料和                           +0.3911     -0.1268     +0.1535
    8  糠                             -0.3884     +0.0106     -0.0904
    9  -for                          -0.3840     +0.0999     -0.1090
   10  LESS                          -0.3825     +0.1354     +0.0450
   11  EAR                           -0.3697     +0.0808     +0.0977
   12  DEF                           -0.3638     -0.0099     +0.1689
   13  _for                          -0.3618     +0.1028     -0.0621
   14  lee                           -0.3606     +0.0264     +0.1440
   15  DEN                           -0.3592     +0.0156     +0.1232
   16  RED                           -0.3591     -0.0479     -0.1204
   17  tones                         -0.3583     -0.1161     +0.0969
   18  philosophy                    +0.3582     +0.0552     -0.0288
   19  factors                       -0.3576     -0.0827     -0.0024
   20  中間                            -0.3558     +0.0503     +0.0971
   21  DEF                           -0.3513     +0.0578     +0.1391
   22  undo                          -0.3494     -0.0081     -0.0608
   23  某种                            -0.3490     +0.0483     +0.1448
   24  夏天的                           -0.3489     +0.0120     +0.0446
   25  REC                           -0.3443     -0.0446     +0.0128
   26  unprecedented                 +0.3426     +0.0046     +0.0068
   27  factors                       -0.3425     -0.0066     +0.1096
   28  美化                            -0.3423     -0.0008     -0.1053
   29  膛                             -0.3420     +0.1365     +0.1088
   30  -environment                  -0.3411     -0.2331     -0.0694
