================================================================================
Model: M1
Layer: 50
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  integers                      +0.1873
    2    128  vart                          -0.1758
    3    128  YC                            -0.1717
    4    128  父子                            -0.1663
    5    128  _se                           -0.1778
    6    128  驾                             -0.1622
    7    128  بن                            +0.1625
    8    128  BO                            -0.1605
    9    128  寫                             +0.1637
   10    128  ZM                            -0.1610
   11    128  转速                            -0.1699
   12    128  integer                       +0.1646
   13    128  做                             +0.1586
   14    128  付出                            +0.1621
   15    128  Ра                            -0.1559
   16    128  界面                            +0.1657
   17    128  VALUES                        +0.1547
   18    128  Census                        +0.1550
   19    128  全部                            +0.1545
   20    128  images                        -0.1527
   21    128  KC                            -0.1525
   22    128  Vertex                        -0.1510
   23    128  季节                            +0.1567
   24    128  抛                             -0.1500
   25    128  typename                      -0.1503
   26    128  521                           +0.1509
   27    128  icom                          +0.1488
   28    128  axi                           -0.1501
   29    128  越野                            +0.1491
   30    128  sint                          +0.1516
   31    128  Kann                          +0.1542
   32    128  QC                            -0.1483
   33    128  .il                           -0.1486
   34    128  May                           +0.1510
   35    128  浪                             -0.1497
   36    128  STRING                        -0.1484
   37    128  JB                            +0.1463
   38    128  慢慢的                           -0.1487
   39    128  grandparents                  +0.1446
   40    128  enum                          -0.1451
   41    128  Como                          -0.1447
   42    128  全民                            -0.1541
   43    128  Dental                        -0.1445
   44    128  ussy                          -0.1476
   45    128  JL                            +0.1458
   46    128  Patients                      +0.1505
   47    128  晟                             -0.1459
   48    128  看出                            +0.1451
   49    128  发挥                            +0.1435
   50    128  season                        -0.1426
   51    128  zwei                          +0.1442
   52    128  MAY                           -0.1423
   53    128  棉                             -0.1530
   54    128  FFFFFFFF                      +0.1423
   55    128  odd                           -0.1438
   56    128  Mp                            +0.1421
   57    128  Vil                           -0.1412
   58    128  Zp                            -0.1403
   59    128  orz                           +0.1377
   60    127  踏                             +0.1795
