================================================================================
Model: M2
Layer: 45
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  Such                          -0.1958
    2    128  payments                      +0.1850
    3    128  ड़                            -0.1749
    4    128  .Collections                  -0.1749
    5    128  UnityEngine                   +0.1765
    6    128  继续                            +0.1784
    7    128  pw                            +0.1683
    8    128  pH                            -0.1721
    9    128  ZH                            +0.1699
   10    128  互相                            -0.1679
   11    128  ocene                         +0.1687
   12    128  形式                            -0.1627
   13    128  仅有                            -0.1602
   14    128  特别                            -0.1672
   15    128  既                             +0.1680
   16    128  tears                         +0.1574
   17    128  cord                          +0.1573
   18    128  Cord                          -0.1559
   19    128  muscles                       +0.1551
   20    128  apat                          -0.1537
   21    128  _record                       +0.1538
   22    128  php                           +0.1548
   23    128  Ryan                          -0.1549
   24    128  fl                            +0.1578
   25    128  能否                            +0.1543
   26    128  Checks                        -0.1567
   27    128  我们的                           +0.1587
   28    128  them                          +0.1529
   29    128  老太                            +0.1523
   30    128  .scss                         +0.1501
   31    128  troops                        +0.1464
   32    128  Sv                            +0.1504
   33    128  _color                        +0.1539
   34    128  若干                            -0.1522
   35    128  cholesterol                   +0.1511
   36    128  Minimal                       +0.1499
   37    128  射线                            +0.1556
   38    128  见他                            +0.1476
   39    128  NZ                            -0.1522
   40    128  每组                            -0.1460
   41    128  Copyright                     +0.1445
   42    128  Pure                          +0.1470
   43    128  Actual                        +0.1504
   44    128  通往                            -0.1423
   45    128  pw                            +0.1440
   46    128  司法                            +0.1466
   47    128  COVID                         +0.1433
   48    128  Practical                     -0.1492
   49    128  882                           -0.1452
   50    128  昭                             -0.1458
   51    128  這么                            -0.1441
   52    128  高新区                           +0.1419
   53    128  simpler                       -0.1443
   54    128  comply                        -0.1424
   55    128  subscript�                    +0.1422
   56    127  Her                           -0.1478
   57    127  Kate                          -0.1454
   58    127  Written                       -0.1420
   59    127  糖尿病                           +0.1452
   60    126  办公                            +0.1456
