================================================================================
Model: M1
Layer: 41
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.997, 2.395, 1.347]
Frob: 4.93
================================================================================

Top 30 tokens by |Dir 0| (what the model wants to OUTPUT):

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  紮                             -0.3817     +0.0924     +0.0204
    2  向北                            +0.3558     +0.0339     +0.0194
    3  Fries                         -0.3486     +0.0683     +0.1022
    4  opper                         -0.3393     -0.0726     +0.0184
    5  同时对                           -0.3370     +0.0515     +0.2309
    6  北上                            +0.3368     -0.0351     +0.0987
    7  小溪                            +0.3352     +0.0522     +0.0154
    8  idual                         -0.3350     +0.0538     +0.0326
    9  upfront                       +0.3343     -0.0351     -0.1134
   10  )?↵↵                          +0.3304     +0.0861     -0.0075
   11  ips                           -0.3297     +0.0700     +0.1353
   12  沿                             +0.3295     -0.1002     +0.0303
   13  好几次                           +0.3256     +0.0577     -0.0108
   14  behalf                        -0.3254     -0.0694     +0.0339
   15  opia                          -0.3163     +0.0397     -0.0129
   16  Hull                          +0.3155     -0.0382     +0.0694
   17  Murray                        +0.3143     +0.0665     -0.1854
   18  ”?↵↵                          +0.3138     +0.1932     -0.0330
   19  prototypes                    +0.3128     -0.0555     -0.0611
   20  dry                           -0.3118     +0.0645     -0.2010
   21  ogn                           -0.3112     +0.0312     +0.1261
   22  LEX                           +0.3109     +0.1615     +0.0519
   23  ouch                          -0.3107     +0.0010     +0.0395
   24  zech                          -0.3086     -0.1160     +0.0497
   25  altogether                    +0.3075     +0.1141     -0.0899
   26  ghum                          -0.3054     -0.0871     -0.0028
   27  gra                           -0.3045     +0.0758     +0.1794
   28  riqu                          -0.3029     +0.1871     -0.0077
   29  chl                           -0.3027     +0.0485     -0.1043
   30  夫妇                            +0.3022     -0.0473     -0.0288
