================================================================================
Model: M3
Layer: 36
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.389, 2.715, 1.989]
Frob: 6.12
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  Room                          -0.3695     -0.0621     -0.0058
    2  :R                            -0.3527     +0.0606     +0.0648
    3  :The                          -0.3527     -0.0186     +0.1235
    4  shocks                        +0.3523     -0.1075     +0.0159
    5  越想                            -0.3506     +0.2286     +0.1320
    6  enna                          +0.3440     -0.0256     -0.0099
    7  上加                            -0.3425     -0.0465     +0.1403
    8  yte                           -0.3336     -0.1159     -0.1024
    9  Rooms                         -0.3297     +0.0348     +0.0770
   10  :System                       -0.3288     -0.0601     +0.0707
   11  anton                         +0.3246     -0.1044     -0.0589
   12  一系列的                          +0.3241     -0.0227     +0.0392
   13  Teng                          -0.3217     -0.0357     -0.1552
   14  ROLL                          -0.3205     -0.1268     -0.1001
   15  alea                          +0.3192     +0.0672     +0.0146
   16  investment                    -0.3168     -0.0225     -0.2656
   17  nate                          +0.3151     -0.1278     +0.0442
   18  trol                          -0.3146     +0.0198     -0.0953
   19  酿                             +0.3139     +0.0111     -0.0169
   20  pies                          +0.3115     -0.0867     -0.1020
   21  Databases                     -0.3097     +0.1361     +0.1427
   22  忻                             -0.3090     +0.0389     -0.1005
   23  alternating                   +0.3086     +0.1409     +0.1966
   24  therefrom                     +0.3080     +0.1742     -0.1420
   25  真理                            -0.3076     -0.0166     -0.0914
   26  本报                            -0.3060     +0.0855     +0.0403
   27  Pent                          -0.3052     -0.0910     -0.0308
   28  -prepared                     -0.3047     +0.0566     -0.0700
   29  processes                     +0.3045     -0.0853     +0.0922
   30  的一系列                          +0.3040     -0.0644     +0.0777
