================================================================================
Model: M3
Layer: 52
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [5.102, 2.654, 2.457]
Frob: 7.30
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            +0.5343     -0.0239     +0.7842
    2  REF                           +0.5165     +0.0443     +0.0137
    3  for                           +0.4759     +0.0155     -0.0354
    4  accessibility                 -0.4468     +0.0654     -0.0412
    5  FOR                           +0.4380     -0.0281     -0.0752
    6  FOR                           +0.4279     +0.0164     -0.1028
    7  Living                        -0.4122     -0.1199     +0.0781
    8  for                           +0.4005     -0.0252     -0.1587
    9  living                        -0.3975     -0.1496     +0.0529
   10  →for                          +0.3932     -0.0091     -0.1159
   11  Creator                       +0.3863     -0.1103     -0.0869
   12  ethical                       -0.3823     -0.1811     +0.1615
   13  Creation                      +0.3811     +0.1199     +0.1198
   14  iax                           +0.3801     +0.0187     +0.1240
   15  fors                          +0.3736     +0.0879     -0.1293
   16  RIB                           +0.3692     +0.0605     -0.0586
   17  hey                           +0.3666     -0.0752     +0.0609
   18  不对称                           +0.3651     +0.1939     +0.0906
   19  mastery                       -0.3632     -0.0564     -0.1543
   20  仪式                            +0.3603     +0.0076     +0.0209
   21  翅                             +0.3568     -0.0275     +0.0621
   22  xon                           +0.3555     +0.0073     -0.0627
   23  Living                        -0.3549     -0.0773     +0.0833
   24  mac                           -0.3548     -0.0185     +0.0565
   25  jor                           +0.3540     +0.0483     -0.0210
   26  predictive                    -0.3514     -0.2552     +0.0182
   27  creator                       +0.3509     -0.1284     -0.0967
   28  ensky                         +0.3498     -0.0803     +0.1879
   29  alms                          +0.3491     +0.0172     +0.0475
   30  inf                           -0.3480     -0.0613     -0.0901
