================================================================================
Model: M2
Layer: 58
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    125  TD                            +0.1958
    2    125  深化                            +0.1712
    3    124  Blue                          +0.1846
    4    123  952                           +0.1729
    5    123  sports                        +0.1573
    6    122  Zr                            +0.1593
    7    120  电磁                            -0.1561
    8    120  -V                            -0.1666
    9    118  想知道                           +0.1870
   10    118  清风                            +0.1763
   11    118  Min                           -0.1531
   12    118  duct                          +0.1628
   13    118  ющихся                        +0.1572
   14    117  提前                            -0.1562
   15    116  生活中的                          +0.1601
   16    113  Hell                          +0.1628
   17    112  文凭                            +0.1462
   18    111  -w                            +0.1581
   19    109  勃勃                            -0.1474
   20    109  制度                            -0.1625
   21    108  āl                            -0.1477
   22    107  研                             +0.1556
   23    105  ((-                           -0.1512
   24    104  504                           -0.1554
   25    104  流水                            +0.1737
   26    104  Vin                           -0.1502
   27    103  sealed                        -0.1455
   28    103  →w                            +0.1469
   29    102  安德                            -0.1752
   30    102  -min                          +0.1474
   31     99  审批                            -0.1624
   32     99  压缩                            +0.1677
   33     99  旅游                            +0.1828
   34     98  内有                            -0.1590
   35     98  )/((-                         +0.1456
   36     97  glitter                       +0.1538
   37     97  tailored                      -0.1574
   38     96  tunnels                       -0.1493
   39     94  移到                            +0.1487
   40     94  盼                             +0.1593
   41     94  宽容                            +0.1438
   42     93  STR                           -0.1434
   43     93  痰                             +0.1458
   44     92  Kate                          +0.1504
   45     92  вое                           -0.1464
   46     91  contextual                    +0.1586
   47     89  株                             -0.1670
   48     88  Yo                            -0.1537
   49     88  integrity                     -0.1808
   50     88  grammatical                   +0.1488
   51     87  输送                            +0.1458
   52     83  ARM                           -0.1622
   53     82  Perhaps                       +0.1544
   54     82  一旁的                           +0.1415
   55     81  初                             +0.1632
   56     81  威                             -0.1444
   57     80  Rex                           -0.1538
   58     80  實                             -0.1418
   59     79  garage                        -0.1539
   60     78  936                           +0.1500
