================================================================================
Model: M2
Layer: 53
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [2.400, 1.187, 0.729]
Frob: 3.36
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  sk                            +0.4154     +0.2809     +0.0381
    2  jung                          -0.4030     +0.0720     -0.0952
    3  ppo                           -0.3990     -0.0050     +0.0919
    4  ‑                             +0.3969     +0.2735     -0.3178
    5  ),↵                           +0.3927     -0.0928     +0.0977
    6  akos                          -0.3903     +0.0240     +0.0869
    7  chang                         -0.3851     +0.0141     -0.0330
    8  ugi                           -0.3709     -0.1528     +0.2685
    9  Marcus                        -0.3687     +0.0289     +0.2643
   10  \(|                           -0.3657     +0.0831     -0.2921
   11  一会儿                           +0.3644     +0.0047     +0.0695
   12  \(\                           -0.3618     +0.1568     -0.2316
   13  ysm                           -0.3616     +0.1075     +0.1883
   14  一會兒                           +0.3616     +0.0214     +0.0849
   15  -\(\                          -0.3570     +0.1249     -0.1394
   16  applic                        -0.3529     +0.0664     -0.0406
   17  (or                           +0.3525     -0.2110     +0.0339
   18  或者说                           +0.3512     -0.1741     -0.0708
   19  ),↵↵                          +0.3500     +0.0308     +0.0171
   20  application                   -0.3471     +0.0361     -0.0662
   21  CMS                           -0.3392     -0.0021     +0.1182
   22  Application                   -0.3391     +0.0795     -0.0122
   23  往回                            +0.3357     +0.0423     -0.0131
   24  �                             -0.3354     -0.0998     +0.0092
   25  \((\                          -0.3333     +0.0927     -0.2538
   26  otal                          -0.3322     +0.0814     -0.0620
   27  \((                           -0.3310     -0.0154     -0.2317
   28  conceivable                   +0.3298     -0.0922     -0.0081
   29  ec                            +0.3278     +0.0193     -0.1351
   30  compuls                       -0.3261     +0.0136     +0.0828
