================================================================================
Model: M1
Layer: 12
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  OO                            -0.4354
    2    128  Cc                            -0.1961
    3    128  121                           -0.1966
    4    128  ..                            +0.2065
    5    128  LV                            -0.1892
    6    128  ="{{                          -0.1801
    7    128  33                            +0.1816
    8    128  <!--                          -0.1775
    9    128  ```                           +0.1767
   10    128  Bo                            +0.1772
   11    128  Bos                           +0.1743
   12    128  SU                            -0.1721
   13    128  GM                            -0.1717
   14    128  Paw                           -0.1710
   15    128  就是一个                          +0.1701
   16    128  487                           -0.1691
   17    128  ∑                             +0.1700
   18    128  >>>>                          +0.1693
   19    128  #4694                         +0.1708
   20    128  劈                             +0.1675
   21    128  .io                           -0.1653
   22    128  _____                         +0.1673
   23    128  DU                            +0.1647
   24    128  ..↵                           +0.1935
   25    128  KN                            -0.1640
   26    128  YY                            +0.1682
   27    128  char                          -0.1616
   28    128  Replace                       -0.1610
   29    128  是什麼                           +0.1607
   30    128  obo                           +0.1581
   31    128  "                             -0.1600
   32    128  String                        -0.1569
   33    128  Archived                      -0.1585
   34    128  CO                            +0.1560
   35    128  .last                         -0.1613
   36    128  在进行                           +0.1552
   37    128  ีย                            +0.1585
   38    128  BO                            +0.1543
   39    128  .head                         +0.1573
   40    128  suff                          +0.1547
   41    128  闽                             +0.1554
   42    128  GF                            +0.1550
   43    128  Pau                           -0.1542
   44    128  IMP                           -0.1534
   45    128  rb                            -0.1546
   46    128  anal                          +0.1542
   47    128  一刀                            +0.1568
   48    128  ल                             -0.1529
   49    128  =(                            +0.1526
   50    128  vv                            +0.1591
   51    128  stackrel                      -0.1526
   52    128  刃                             +0.1540
   53    128  金刚                            +0.1528
   54    128  什麼                            -0.1533
   55    128  Gr                            +0.1555
   56    128  在一些                           -0.1509
   57    128  GN                            -0.1513
   58    128  _______                       -0.1511
   59    128  (the                          -0.1508
   60    128  (**                           +0.1512
