================================================================================
Model: M3
Layer: 56
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [4.691, 2.183, 1.631]
Frob: 6.37
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  REF                           -0.6370     -0.2511     +0.4513
    2  #1                            -0.5824     +0.2316     -1.1636
    3  aboard                        +0.5443     +0.1936     -0.1546
    4  FOR                           -0.5414     +0.0113     +0.0945
    5  DEN                           -0.5105     +0.0572     -0.3217
    6  reference                     -0.5098     -0.1104     +0.3377
    7  FOR                           -0.5019     -0.0146     +0.1103
    8  reference                     -0.4894     -0.1511     +0.2728
    9  manipulation                  +0.4784     +0.0067     +0.1409
   10  k                             -0.4447     +0.1128     -0.3072
   11  DEN                           -0.4426     -0.0002     -0.2433
   12  manipulating                  +0.4403     +0.0021     +0.1875
   13  manipulate                    +0.4380     +0.0487     +0.0671
   14  manip                         +0.4275     +0.0430     +0.1084
   15  Conflict                      +0.4146     +0.2127     -0.3620
   16  sublim                        +0.4140     -0.3467     -0.1453
   17  REFERENCES                    -0.4088     -0.0471     +0.2863
   18  titular                       -0.4046     +0.1272     -0.2064
   19  Conflict                      +0.3982     +0.2066     -0.3765
   20  referencia                    -0.3958     -0.0570     +0.2198
   21  -reference                    -0.3944     -0.2420     +0.2693
   22  Increase                      +0.3930     +0.1018     -0.0007
   23  refer                         -0.3918     -0.1848     +0.2709
   24  for                           -0.3898     +0.0198     +0.0622
   25  Catalog                       +0.3888     +0.1667     -0.0571
   26  CID                           -0.3880     -0.0881     +0.1255
   27  Involvement                   +0.3875     -0.0290     +0.1991
   28  Reference                     -0.3874     -0.0930     +0.2903
   29  Reference                     -0.3871     -0.0864     +0.3185
   30  REFERENCES                    -0.3841     -0.0638     +0.3086
