================================================================================
Model: M3
Layer: 55
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [3.650, 2.383, 2.014]
Frob: 5.82
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  #1                            -1.0232     -0.2691     +0.0995
    2  DEN                           -0.6637     -0.2318     -0.0831
    3  k                             -0.6471     +0.0497     +0.0805
    4  denial                        -0.5668     -0.1448     -0.0734
    5  cost                          -0.5343     +0.0225     +0.0095
    6  APPRO                         -0.5216     -0.1868     +0.1188
    7  costing                       -0.5126     +0.0419     -0.0072
    8  kx                            -0.5084     +0.1057     +0.0390
    9  Den                           -0.5066     +0.0024     -0.1173
   10  kd                            -0.5023     -0.0845     +0.1252
   11  Den                           -0.4990     -0.0663     -0.0679
   12  成本                            -0.4923     +0.0055     +0.0334
   13  _cost                         -0.4890     +0.0286     -0.0133
   14  costs                         -0.4843     +0.0397     +0.0616
   15  kT                            -0.4798     +0.1233     +0.0781
   16  denying                       -0.4780     -0.0586     -0.0711
   17  kN                            -0.4750     +0.0790     +0.0519
   18  union                         +0.4735     -0.2013     -0.1213
   19  cost                          -0.4644     -0.0575     +0.0481
   20  kb                            -0.4613     +0.0064     +0.1909
   21  deny                          -0.4596     -0.1202     -0.0215
   22  DEN                           -0.4546     -0.1382     -0.0273
   23  kp                            -0.4527     -0.0687     +0.0499
   24  denies                        -0.4488     -0.0721     -0.0457
   25  pk                            -0.4455     -0.0051     +0.1250
   26  kv                            -0.4442     +0.0303     -0.0227
   27  eventual                      +0.4389     -0.1819     -0.1265
   28  kn                            -0.4373     +0.0328     -0.0022
   29  emiss                         +0.4372     +0.0979     -0.0540
   30  50                            -0.4336     +0.0943     -0.0532
