================================================================================
Model: M2
Layer: 34
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  变动                            +0.1944
    2    128  vertebrate                    -0.1884
    3    128  italic                        -0.1903
    4    128  das                           -0.1691
    5    128  奥运                            +0.1699
    6    128  Oi                            +0.1636
    7    128  冬奥                            +0.1628
    8    128  991                           -0.1616
    9    128  Ac                            -0.1615
   10    128  Tun                           -0.1706
   11    128  文言                            +0.1592
   12    128  instance                      -0.1633
   13    128  ethyl                         +0.1574
   14    128  \cdot                         -0.1558
   15    128  不惜                            -0.1521
   16    128  征                             -0.1548
   17    128  bool                          -0.1607
   18    128  付出                            +0.1673
   19    128  Ult                           -0.1562
   20    128  Comp                          -0.1623
   21    128  :=                            -0.1538
   22    128  学业                            +0.1585
   23    128  ख                             +0.1587
   24    128  Char                          -0.1492
   25    128  动态                            -0.1573
   26    128  只是在                           +0.1590
   27    128  王文                            +0.1522
   28    128  Server                        -0.1560
   29    128  }}_{                          -0.1541
   30    128  toute                         -0.1503
   31    128  achi                          +0.1531
   32    128  支部                            +0.1469
   33    128  entitled                      +0.1526
   34    128  史密斯                           -0.1495
   35    128  another                       -0.1512
   36    128  essler                        +0.1465
   37    128  ucky                          +0.1514
   38    128  热搜                            +0.1463
   39    128  ransom                        -0.1474
   40    128  持久                            -0.1488
   41    128  Mud                           -0.1496
   42    127  出行                            -0.1489
   43    127  List                          +0.1477
   44    127  订单                            -0.1501
   45    127  万岁                            +0.1482
   46    126  Atlantic                      +0.1502
   47    126  存货                            +0.1437
   48    125  /internal                     +0.1557
   49    124  Klein                         -0.1471
   50    123  南部                            +0.1424
   51    123  \subset                       -0.1428
   52    122  协同                            +0.1538
   53    122  erl                           -0.1453
   54    121  真正的                           -0.1470
   55    121  辉煌                            +0.1450
   56    120  dropdown                      -0.1436
   57    120  Princess                      +0.1425
   58    119  长久                            -0.1454
   59    118  allowing                      +0.1443
   60    117  Monkey                        +0.1462
