================================================================================
Model: M2
Layer: 29
Component: composed q_b[head] @ q_a (delta weights)
================================================================================

FREQUENCY — tokens in many heads' top-100
────────────────────────────────────────────────────────────────────────────────

 Rank   Freq  Token                       BestScore
--------------------------------------------------
    1    128  板块                            +0.1843
    2    128  ffffff                        +0.1851
    3    128  Pan                           +0.1805
    4    128  orders                        +0.1673
    5    128  LLLL                          +0.1659
    6    128  Ada                           -0.1638
    7    128  HJ                            +0.1592
    8    128  Handling                      -0.1627
    9    128  查出                            -0.1524
   10    128  prompts                       -0.1593
   11    127  Overall                       -0.1753
   12    127  做个                            +0.1618
   13    127  流血                            +0.1588
   14    127  timestamp                     +0.1627
   15    126  昌                             -0.1578
   16    126  organ                         +0.1566
   17    126  =='                           -0.1645
   18    126  bust                          +0.1537
   19    126  django                        -0.1617
   20    125  ∵                             +0.1577
   21    125  abstract                      -0.1689
   22    125  青山                            -0.1710
   23    125  我不知道                          -0.1536
   24    125  polar                         -0.1572
   25    125  ACHE                          -0.1700
   26    124  كتاب                          +0.1570
   27    124  esz                           +0.1553
   28    122  systolic                      +0.1596
   29    122  empower                       +0.1495
   30    121  embryo                        -0.1623
   31    121  Individuals                   -0.1478
   32    120  صف                            +0.1510
   33    119  -,                            +0.1503
   34    119  ITER                          -0.1500
   35    118  ~/                            -0.1731
   36    118  .order                        +0.1636
   37    118  建构                            -0.1598
   38    117  Sig                           +0.1634
   39    116  के                            +0.1521
   40    115  _symbol                       +0.1532
   41    112  真实                            +0.1614
   42    112  Не                            -0.1516
   43    110  面對                            +0.1489
   44    110  具体                            -0.1558
   45    109  最小值                           +0.1622
   46    109  \({}^{-                       -0.1775
   47    108  Absolute                      +0.1510
   48    107  [MAX                          +0.1625
   49    106  远近                            +0.1449
   50    103  nap                           -0.1541
   51    103  HF                            +0.1583
   52    102  屁                             +0.1456
   53    102  स                             -0.1671
   54    101  %E                            -0.1580
   55    100  FFFFFF                        -0.1623
   56     99  芝                             +0.1504
   57     98  Overall                       -0.1506
   58     98  grande                        +0.1505
   59     98  yards                         -0.1471
   60     97  OM                            +0.1471
