================================================================================
Model: M2
Layer: 36
Component: o_proj (OUTPUT side, projected through lm_head)
Sigmas: [1.840, 0.938, 0.763]
Frob: 2.97
================================================================================

Top 30 tokens by |Dir 0|:

 Rank  Token                              d0          d1          d2
------------------------------------------------------------
    1  utu                           +0.3567     +0.0719     -0.2829
    2  reasonably                    +0.3398     +0.0097     -0.1550
    3  recovered                     +0.3374     -0.0371     +0.0152
    4  xy                            -0.3362     -0.1379     -0.0184
    5  flamm                         -0.3340     -0.0807     -0.1980
    6  clock                         -0.3336     -0.0319     -0.0994
    7  xim                           -0.3331     +0.1328     -0.2388
    8  detachment                    +0.3319     +0.1387     +0.0170
    9  Catalog                       -0.3308     -0.0328     +0.0903
   10  bben                          -0.3269     -0.0760     -0.0417
   11  intu                          +0.3265     -0.0139     -0.0665
   12  gains                         -0.3248     -0.0748     -0.0504
   13  XYZ                           -0.3190     +0.0335     +0.0501
   14  elser                         -0.3181     +0.1330     -0.2577
   15  sublime                       -0.3163     +0.0817     -0.0373
   16  clock                         -0.3163     -0.0480     +0.0469
   17  scr                           -0.3128     -0.0504     +0.0955
   18  hti                           -0.3069     -0.0585     -0.1725
   19  lä                            -0.3061     -0.0976     -0.1883
   20  光辉                            -0.3049     -0.0562     +0.0567
   21  �                             +0.3023     +0.1154     +0.0105
   22  Cand                          -0.3007     -0.0636     -0.0323
   23  下垂                            -0.3000     +0.0383     -0.0645
   24  咀                             +0.2983     -0.0300     -0.1438
   25  老年人的                          -0.2979     +0.0437     +0.0676
   26  进出                            +0.2976     -0.0234     +0.0313
   27  unpublished                   +0.2973     -0.0675     -0.0181
   28  ger                           -0.2972     +0.1193     +0.1180
   29  ftig                          -0.2967     +0.0599     -0.1415
   30  inist                         -0.2966     -0.1986     +0.0822
